Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
538,J0114-0442,0111-049,-04:42:30.3071500,01:14:10.58257000,-4.708418652777778,18.544094041666664,836.0,2.533e-05,0.00078,1.0554166666666665e-07,2.166666666666667e-07,2.408494003683356e-07,-0.014,0.78,39.0,2015.0,137.526,-66.934,NED (fiducial),2.4502,,2.4505,,2.451,19.5,R,AQ,"AT20G J011410-044230
",J0114-0442,"5,8",159,4,,3.8,4.225352112676056,5.818384696468256
539,J0114-2419,0112-245,-24:19:44.6773409,01:14:57.32647422,-24.329077039138888,18.73886030925,843.0,9.03e-06,0.0002641,3.7625e-08,7.336111111111113e-08,8.097668657489326e-08,-0.112,0.2646,1.0,2015.0,186.376,-84.01,LITERATURE,,a,,,,17.6,R,AQ,"ICRF J011457.3-241944 S/X; NVSS J011457-241945; GALEXASC J011457.34-241944.3;; z from milliquas (http://quasars.org/milliquas.htm)
",J0114-2419,"2,8",-40,3,,4.4,4.014084507042253,5.011274731011726
540,J0115+0356,,+03:56:43.303,01:15:40.5117,3.945361944444445,18.91879875,,,,,,,,,,,,,,,,,,,,,,,J0115+0356,8,-120,5,,1.7,7.447183098591549,8.969979715916175
541,J0115-0127,0112-017,-01:27:04.5772562,01:15:17.09995153,-1.4512714600555554,18.821249798041663,846.0,3.85e-06,7.95e-05,1.6041666666666666e-08,2.2083333333333333e-08,2.7291823214302863e-08,-0.3627,0.084,1.0,2015.0,136.482,-63.694,NED (fiducial),1.365,,1.3711,,1.3709,17.6,R,AQ,"ICRF J011517.0-012704 S/X; PKS 0112-017;; 6dF give z=0.014360
",J0115-0127,"2,8,15",132,2,,1.4,4.225352112676056,4.674783468364712
542,J0115-2804,0113-283,-28:04:55.2241429,01:15:23.88360086,-28.08200670636111,18.84951500358333,847.0,9.97e-06,0.0002317,4.1541666666666666e-08,6.43611111111111e-08,7.406524410718169e-08,-0.1329,0.2327,1.0,2015.0,224.498,-84.607,NED (fiducial),2.579,,2.579,,,20.1,R,AQ,"ICRF J011523.8-280455 S/X; PKS 0113-283
",J0115-2804,"2,8",-100,3,,2.1,4.014084507042253,5.011274731011726
543,J0115-3049,0113-310,-30:49:19.4007120,01:15:46.50549742,-30.82205575333333,18.943772905916664,848.0,6.02e-06,0.0001854,2.5083333333333333e-08,5.150000000000001e-08,5.582337156667894e-08,-0.0895,0.1856,1.0,2015.0,249.137,-83.523,NED (fiducial),1.4136,,1.41,,,19.2,R,AQ,"ICRF J011546.5-304919 S/X; PKS 0113-310
",J0115-3049,"2,5",-27,4,,5.3,21.285211267605632,21.65779810383793
547,J0116-2052,0114-211,-20:52:06.8906316,01:16:51.40488104,-20.868580731,19.214187004333333,859.0,0.00026008,0.0034416,1.0836666666666665e-06,9.56e-07,1.3925697053558205e-06,-0.222,3.9298,1.0,2015.0,167.114,-81.466,NED (fiducial),1.4153,,0.075,,,16.5,V,G ,"ICRF J011651.5-205210 S/X; PKS 0114-21
",J0116-2052,"2,8",-78,3,,9.3,4.014084507042253,5.011274731011726
553,J0117-0425,0114-046,-04:25:10.4747300,01:17:27.85785500,-4.419576313888889,19.36607439583333,866.0,2.467e-05,0.00104,1.0279166666666668e-07,2.8888888888888885e-07,3.065292369962866e-07,0.038,1.0401,39.0,2015.0,139.363,-66.458,NED (fiducial),1.72,,,,1.7485,20.0,R,AQ,"PKS 0114-046
",J0117-0425,"5,8",29,4,,4.7,21.285211267605632,21.65779810383793
554,J0117-1725,,-17:25:48.226,01:17:23.4439,-17.430062777777778,19.347682916666663,,,,,,,,,,,,,,,,,,,,,,,J0117-1725,5,99,5,,5.7,0.0,5.0
555,J0117-2111,0115-214,-21:11:06.6332076,01:17:48.78013249,-21.185175891,19.453250552041663,871.0,2.63e-06,3.71e-05,1.0958333333333332e-08,1.0305555555555556e-08,1.451229426371698e-08,-0.0183,0.0373,1.0,2015.0,169.68,-81.547,NED (fiducial),1.49,,1.49,,,20.0,R,AQ,"ICRF J011748.7-211106 S/X; PKS 0115-214; CGRaBS J0117-2111
",J0117-2111,"2,8",-34,3,,3.0,21.285211267605632,21.495586028452585
556,J0118+0258,0115+027,+02:58:05.7890587,01:18:18.48174372,2.9682747385277777,19.5770072655,880.0,9.21e-06,0.0002697,3.8375e-08,7.491666666666669e-08,8.414985867420025e-08,-0.4164,0.2773,1.0,2015.0,136.125,-59.213,NED (fiducial),0.6673,,0.6672,,0.6672,17.5,R,A1,"ICRF J011818.4+025805 S/X; 3C 037
",J0118+0258,8,90,5,,2.1,0.0,5.0
559,J0118-1849,0116-190,-18:49:17.3193000,01:18:34.24242800,-18.821477583333333,19.64267678333333,881.0,3.733e-05,0.00131,1.5554166666666666e-07,3.638888888888889e-07,3.925432553499193e-07,-0.395,1.3292,39.0,2015.0,161.253,-79.613,NED (fiducial),0.28,,0.2778,,,17.1,R,G ,"PKS 0116-19; 1RXS J011834.7-184916
",J0118-1849,"5,8",165,4,,2.1,4.225352112676056,5.818384696468256
560,J0118-2141,0116-219,-21:41:30.1402631,01:18:57.26217841,-21.69170562863889,19.738592410041665,886.0,2.6e-06,3.67e-05,1.0833333333333333e-08,1.0194444444444444e-08,1.4326713860391037e-08,-0.0272,0.037,1.0,2015.0,173.447,-81.709,NED (fiducial),1.161,,1.16,,,19.4,R,AQ,"ICRF J011857.2-214130 S/X; CGRaBS J0118-2141
",J0118-2141,"2,8,15",-57,6,,0.4,4.014084507042253,7.218924741931907
561,J0118-2351,,-23:51:55.536,01:18:06.2332,-23.865426666666668,19.525971666666667,,,,,,,,,,,,,,,,,,,,,,,J0118-2351,8,-45,5,,1.8,4.014084507042253,6.411932191600021
562,J0118-4059,0115-412,-40:59:38.5669000,01:18:09.46425200,-40.99404636111111,19.53943438333333,877.0,0.00016733,0.00911,6.972083333333333e-07,2.530555555555556e-06,2.58469285467191e-06,0.796,9.2359,39.0,2015.0,282.99,-75.083,,,,,,,    , ,I ,"AT20G J011809-405938; PMN J0118-4059;; near a galaxy cluster
",J0118-4059,"5,8",-82,4,,27.4,4.014084507042253,5.666822251463041
563,J0118-4102,0116-413,-41:02:30.7498000,01:18:45.27651000,-41.04187494444445,19.688652125,884.0,0.00020667,0.0014,8.611249999999998e-07,3.888888888888889e-07,7.570118327117929e-07,-0.042,2.3393,36.0,2012.0,282.666,-74.994,LITERATURE,,a,,,,18.9,R,G ,"PKS 0116-413; MRSS 296-091117; GALEXASC J011845.19-410231.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J0118-4102,8,-92,5,,2.9,4.014084507042253,6.411932191600021
567,J0119-1654,0117-171,-16:54:08.9728750,01:19:43.64590715,-16.902492465277778,19.93185794645833,894.0,1.365e-05,0.0004293,5.687499999999999e-08,1.1925e-07,1.310796972254997e-07,0.3056,0.4344,1.0,2015.0,157.0,-77.86,NED (fiducial),0.744,,0.744,,,18.8,R,AQ,"ICRF J011943.6-165408 S/X; AT20G J011943-165409; GALEXASC J011943.60-165408.8
",J0119-1654,"2,8",-140,8,,2.0,7.447183098591549,10.929800368897302
571,J0120-0626,,-06:26:48.155,01:20:14.0325,-6.446709722222223,20.05846875,,,,,,,,,,,,,,,,,,,,,,,J0120-0626,8,-97,5,,1.3,4.014084507042253,6.411932191600021
572,J0120-1701,0118-172,-17:01:54.6010500,01:20:38.60624900,-17.031833624999997,20.16085937083333,906.0,2.267e-05,0.00079,9.445833333333333e-08,2.1944444444444445e-07,2.3730312045711245e-07,-0.098,0.7908,39.0,2015.0,158.209,-77.854,NED (fiducial),0.0889,,0.0889,,,14.6,R,G ,"2MASX J01203864-1701546; NVSS J012038-170152
",J0120-1701,5,-25,5,,10.9,21.285211267605632,21.86458823546892
573,J0120-2701,0118-272,-27:01:24.6525691,01:20:31.66336314,-27.023514602527776,20.13193067975,904.0,9.06e-06,0.0001789,3.774999999999999e-08,4.969444444444445e-08,6.000342590006232e-08,-0.2986,0.1848,1.0,2015.0,213.663,-83.525,NED (fiducial),0.557,c,0.557,,,15.5,R,AL,"ICRF J012031.6-270124 S/X; PKS 0118-272;; maybe z>0.559, see NED notes; 1997MNRAS.284...85D give z>0.556; original paper Falomo (1991) give z=0.559
",J0120-2701,"2,5,8,15",-25,2,,10.0,21.285211267605632,21.378966736178008
574,J0121+0347,0118+035,+03:47:06.7436100,01:21:26.14790200,3.785206558333333,20.358949591666665,910.0,0.00014667,0.00447,6.111249999999999e-07,1.2416666666666667e-06,1.383322891717335e-06,-0.251,4.5134,28.0,2010.76,137.261,-58.25,NED (fiducial),4.13,,4.13,,4.1333,18.3,R,AQ,"PSS J0121+0347
",J0121+0347,2,165,4,,3.7,4.225352112676056,5.818384696468256
575,J0121+0422,0119+041,+04:22:24.7342932,01:21:56.86169274,4.373537303666666,20.48692371975,916.0,2.06e-06,3.21e-05,8.583333333333332e-09,8.916666666666667e-09,1.2359292732453808e-08,-0.0718,0.0327,1.0,2015.0,137.251,-57.648,NED (fiducial),0.6365,,0.6365,,0.6365,19.4,R,AQ,"ICRF J012156.8+042224 S/X; JVAS J0121+0422
",J0121+0422,"5,8,15,24,43",105,23,,0.8,0.0,23.0
579,J0121-2806,0118-283,-28:06:22.1782424,01:21:00.74198753,-28.10616062288889,20.25309161470833,908.0,1.005e-05,0.0003096,4.1875e-08,8.6e-08,9.359667542935552e-08,-0.2586,0.3119,1.0,2015.0,223.126,-83.377,NED (fiducial),3.119,,3.119,,,20.0,R,AQ,"ICRF J012100.7-280622 S/X; CGRaBS J0121-2806
",J0121-2806,"2,8",90,3,,5.6,0.0,3.0
587,J0122-0018,0119-005,-00:18:01.0511827,01:22:13.91050430,-0.3002919951944444,20.55796043458333,920.0,3.34e-05,0.0009608,1.3916666666666665e-07,2.668888888888889e-07,3.009925383244982e-07,-0.2898,0.9752,1.0,2015.0,139.607,-62.171,NED (fiducial),1.258,,1.2578,,1.258,20.2,R,AQ,"ICRF J012213.9-001801 S/X; 4C -00.09
",J0122-0018,"5,8",69,4,,8.1,0.0,4.0
588,J0122-0056,0119-011,-00:56:15.6967969,01:22:17.46995597,-0.9376935546944444,20.57279148320833,921.0,6.28e-06,0.0002089,2.6166666666666666e-08,5.8027777777777793e-08,6.365323295476797e-08,-0.0478,0.209,1.0,2015.0,139.995,-62.783,NED (fiducial),0.9599,,0.9599,,0.9599,20.5,R,AQ,"ICRF J012217.4-005615 S/X; AT20G J012217-005615; WISEA J012217.46-005615.3
",J0122-0056,"2,8",-16,3,,8.0,21.285211267605632,21.495586028452585
589,J0122-0421,0119-046,-04:21:27.1762514,01:22:27.88532578,-4.357548958722222,20.616188857416663,922.0,8.37e-06,0.000255,3.487499999999999e-08,7.083333333333335e-08,7.890884127275014e-08,-0.0171,0.255,1.0,2015.0,142.298,-66.056,NED (fiducial),1.925,,1.953,,2.7841,16.7,R,AQ,"ICRF J012227.8-042127 S/X; PKS J0122-0421
",J0122-0421,"2,8",84,3,,3.4,0.0,3.0
596,J0123-0348,0121-040,-03:48:39.3142790,01:23:35.77473822,-3.8109206330555554,20.899061409249995,939.0,7.72e-06,0.0002423,3.216666666666667e-08,6.730555555555556e-08,7.45664905784987e-08,0.0894,0.2426,1.0,2015.0,142.557,-65.45,,,,,,,    , ,I ,"ICRF J012335.7-034839 S/X; PMN J0123-0348
",J0123-0348,"2,8",88,3,,2.2,0.0,3.0
599,J0123-1926,0121-197,-19:26:24.9263300,01:23:27.19313100,-19.44025731388889,20.8633047125,938.0,5.933e-05,0.00223,2.4720833333333334e-07,6.194444444444445e-07,6.618564089438155e-07,-0.037,2.2303,39.0,2015.0,168.308,-79.369,LITERATURE,,a,,,,19.4,R,V ,"NVSS J012327-192625; GALEXASC J012327.15-192624.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J0123-1926,8,126,5,,2.8,4.225352112676056,6.546266147667387
603,J0124-0625,,-06:25:00.932,01:24:50.4859,-6.416925555555556,21.210357916666663,,,,,,,,,,,,,,,,,,,,,,,J0124-0625,8,164,5,,3.0,4.225352112676056,6.546266147667387
604,J0124-1532,0122-158,-15:32:38.7420200,01:24:53.73776900,-15.544095005555556,21.223907370833327,953.0,3.867e-05,0.00149,1.6112499999999998e-07,4.138888888888889e-07,4.420417577312529e-07,0.143,1.4925,39.0,2015.0,158.48,-76.051,,,,,,,    , ,I ,"PMN J0124-1532
",J0124-1532,"5,8",58,4,,2.6,0.0,4.0
605,J0124-3416,0122-345,-34:16:21.4542120,01:24:21.45933429,-34.27262617,21.089413892875,946.0,1.003e-05,0.0003194,4.1791666666666665e-08,8.872222222222223e-08,9.52067106212699e-08,-0.1005,0.3197,1.0,2015.0,260.245,-79.952,NED (fiducial),1.0386,,1.0386,,,20.1,R,AQ,"ICRF J012421.4-341621 S/X; CGRaBS J0124-3416; GALEXASC J012421.42-341621.4
",J0124-3416,"2,8",151,3,,5.9,4.225352112676056,5.182045973946585
606,J0125+0146,0122+015,+01:46:26.9296100,01:25:05.51220500,1.774147113888889,21.272967520833333,957.0,1.867e-05,0.00065,7.779166666666667e-08,1.8055555555555562e-07,1.965859903436877e-07,-0.21,0.6532,39.0,2015.0,139.93,-59.982,NED (fiducial),1.57,,1.5697,,1.5698,19.1,R,AQ,"2XMM J012505.5+014626; PMN J0125+0146; GALEXASC J012505.49+014627.7
",J0125+0146,"5,8",167,4,,4.4,4.225352112676056,5.818384696468256
610,J0125-0005,0122-003,-00:05:55.9321381,01:25:28.84384211,-0.0988700383611111,21.37018267545833,963.0,6.97e-06,0.0001744,2.9041666666666664e-08,4.8444444444444464e-08,5.648256446768025e-08,-0.0369,0.1745,1.0,2015.0,141.158,-61.76,NED (fiducial),1.0745,,1.0745,,1.0745,16.3,R,AQ,"ICRF J012528.8-000555 S/X; UM 321
",J0125-0005,"2,5,8,15,24,43",-94,3,,2.6,4.014084507042253,5.011274731011726
611,J0125-0018,0122-005,-00:18:28.9098500,01:25:17.15073700,-0.3080305138888888,21.321461404166666,960.0,3.467e-05,0.00143,1.444583333333333e-07,3.972222222222223e-07,4.22673752141675e-07,-0.083,1.4307,39.0,2015.0,141.183,-61.974,NED (fiducial),2.2794,,2.2784,,2.2784,18.4,R,AQ,"UM 320
",J0125-0018,"5,8",139,4,,8.4,4.225352112676056,5.818384696468256
612,J0125-0438,0123-048,-04:38:13.9522057,01:25:36.49643458,-4.637208946027777,21.402068477416663,965.0,9.12e-06,0.0003197,3.8e-08,8.880555555555556e-08,9.654526684167564e-08,-0.2961,0.3227,3.0,2015.0,144.348,-66.078,,,,,,,    , ,I ,"AT20G J012536-043813; PMN J0125-0438
",J0125-0438,"5,8",112,4,,2.2,4.225352112676056,5.818384696468256
613,J0125-2549,0122-260,-25:49:04.3888469,01:25:18.83744908,-25.817885790805555,21.328489371166665,961.0,7.04e-06,0.0002227,2.933333333333333e-08,6.186111111111111e-08,6.726098657630157e-08,-0.2824,0.2246,1.0,2015.0,205.034,-82.308,LITERATURE,,d,,,,19.3,R,AQ,"ICRF J012518.8-254904 S/X; NVSS J012518-254903;; z from 2020ApJ...898...18R
",J0125-2549,"2,8",112,3,,1.3,4.225352112676056,5.182045973946585
614,J0125-3718,0122-375,-37:18:50.3478300,01:25:14.22762700,-37.31398550833333,21.309281779166664,959.0,0.00032,0.00784,1.3333333333333332e-06,2.1777777777777777e-06,2.422237896971164e-06,0.714,8.3512,39.0,2015.0,270.05,-77.569,,,,,,,    , ,I ,"NVSS J012514-371849
",J0125-3718,5,137,5,,5.2,4.225352112676056,6.546266147667387
622,J0126-0120,0123-015,-01:20:42.5098749,01:26:00.62216486,-1.3451416319166667,21.50259235358333,970.0,1.245e-05,0.0004321,5.187499999999999e-08,1.2002777777777777e-07,1.3075243826002554e-07,0.1566,0.4333,3.0,2015.0,142.2,-62.916,NED (fiducial),0.0182,,0.0184,,,12.5,R,G ,"AT20G J012600-012041; NGC 0547
",J0126-0120,8,17,6,,3.2,21.285211267605632,22.11470593760192
623,J0126-1518,0124-155,-15:18:34.1164758,01:26:33.89072385,-15.309476798833334,21.641211349374995,977.0,1.047e-05,0.0003263,4.3625e-08,9.06388888888889e-08,9.992934888828464e-08,0.1556,0.3274,1.0,2015.0,159.341,-75.636,NED (fiducial),0.849,,,,,18.2,R,AQ,"ICRF J012633.8-151834 S/X; PMN J0126-1518; GALEXASC J012633.81-151833.7
",J0126-1518,8,17,5,,1.4,21.285211267605632,21.86458823546892
624,J0126-2222,0123-226,-22:22:33.6028713,01:26:15.00165331,-22.37600079758333,21.562506888791663,974.0,6.32e-06,0.0001977,2.6333333333333328e-08,5.491666666666667e-08,6.007321386498146e-08,-0.2968,0.1998,1.0,2015.0,183.796,-80.782,NED (fiducial),0.72,,0.717,,,18.0,R,AQ,"ICRF J012615.0-222233 S/X; NVSS J012614-222232
",J0126-2222,"2,8",129,4,,4.1,4.225352112676056,5.818384696468256
625,J0127+0158,0124+017,+01:58:24.5262063,01:27:22.88186070,1.97347950175,21.84534108625,987.0,4.347e-05,0.0015778,1.81125e-07,4.382777777777778e-07,4.741885396702409e-07,-0.6428,1.638,3.0,2015.0,140.92,-59.637,,0.9919,,,,0.9919,22.1,r,V ,"PMN J0127+0158
",J0127+0158,"5,8",-60,4,,15.4,4.014084507042253,5.666822251463041
635,J0128-0340,,-03:40:09.510,01:28:39.2219,-3.669308333333333,22.16342458333333,,,,,,,,,,,,,,,,,,,,,,,J0128-0340,8,126,5,,3.4,4.225352112676056,6.546266147667387
636,J0128-1643,,-16:43:53.390,01:28:16.7189,-16.73149722222222,22.06966208333333,,,,,,,,,,,,,,,,,,,,,,,J0128-1643,8,136,5,,3.7,4.225352112676056,6.546266147667387
637,J0128-1722,0125-176,-17:22:24.2523367,01:28:01.39272134,-17.373403426861113,22.00580300558333,992.0,1.837e-05,0.0005691,7.654166666666668e-08,1.5808333333333334e-07,1.741453647246857e-07,-0.4164,0.5816,1.0,2015.0,165.719,-77.095,,,,,,,19.0,V,G ,"ICRF J012801.3-172224 S/X; PKS 0125-176
",J0128-1722,"2,8",82,3,,10.0,0.0,3.0
644,J0129-1631,0127-167,-16:31:58.0806500,01:29:26.49798800,-16.532800180555554,22.36040828333333,1003.0,2.467e-05,0.00085,1.0279166666666668e-07,2.361111111111111e-07,2.5584951161982655e-07,-0.073,0.8505,39.0,2015.0,164.588,-76.227,LITERATURE,,a,,,,19.9,R,V ,"AT20G J012926-163157;; z from milliquas (http://quasars.org/milliquas.htm)
",J0129-1631,"5,8",-158,4,,1.5,7.447183098591549,8.453433391465719
645,J0129-3219,0127-325,-32:19:31.2124400,01:29:35.01389600,-32.32533678888889,22.395891233333334,1006.0,4.333e-05,0.00131,1.8054166666666666e-07,3.638888888888889e-07,3.945762030754177e-07,-0.185,1.3147,39.0,2015.0,247.345,-80.23,LITERATURE,,a,,,,19.1,R,AQ,"AT20G J012934-321930; WISE J012935.00-321931.2; GALEXASC J012934.99-321931.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J0129-3219,"5,8",141,4,,5.6,4.225352112676056,5.818384696468256
650,J0130-0635,0128-068,-06:35:22.1085200,01:30:47.43802600,-6.589474588888889,22.697658441666665,1018.0,0.00010267,0.00242,4.2779166666666665e-07,6.722222222222222e-07,7.952851634149498e-07,0.229,2.4597,39.0,2015.0,149.183,-67.433,,,,,,,    , ,I ,"NVSS J013047-063522
",J0130-0635,5,-145,5,,3.8,7.447183098591549,8.969979715916175
652,J0131+0033,,+00:33:21.533,01:31:32.9154,0.5559813888888889,22.8871475,,,,,,,,,,,,,,,,,,,,,,,J0131+0033,8,75,5,,15.3,0.0,5.0
653,J0131+0418,0128+040,+04:18:00.9136300,01:31:07.93030200,4.300253786111111,22.783042925,1020.0,5e-05,0.0019,2.0833333333333333e-07,5.277777777777777e-07,5.671932030601536e-07,0.337,1.9192,39.0,2015.0,141.397,-57.142,,,,,,,    , ,I ,"NVSS J013107+041802
",J0131+0418,5,-25,5,,7.8,21.285211267605632,21.86458823546892
663,J0132-0652,0129-071,-06:52:35.8869600,01:32:12.21910000,-6.876635266666667,23.05091291666666,1032.0,1.333e-05,0.00045,5.5541666666666666e-08,1.25e-07,1.36622299481423e-07,-0.355,0.4566,39.0,2015.0,150.324,-67.554,LITERATURE,1.511,,,,,    , ,V ,"PKS 0129-07;; z from milliquas (http://quasars.org/milliquas.htm)
",J0132-0652,8,-173,5,,2.5,7.447183098591549,8.969979715916175
664,J0132-065A,0129-07A,-06:52:36.1798400,01:32:12.22403200,-6.876716622222223,23.050933466666663,1033.0,3.667e-05,0.00174,1.5279166666666664e-07,4.833333333333333e-07,5.065784483689366e-07,-0.595,1.772,39.0,2015.0,150.325,-67.554,LITERATURE,1.511,,,,,    , ,V ,"AT20G J013212-065235;; z from milliquas (http://quasars.org/milliquas.htm)
",J0132-065A,5,1,5,,156.3,21.285211267605632,21.86458823546892
665,J0132-0804,0130-083,-08:04:04.8365518,01:32:41.12604434,-8.068010153277777,23.171358518083327,1040.0,1.546e-05,0.000482,6.441666666666667e-08,1.338888888888889e-07,1.4830376198659148e-07,-0.4093,0.4931,1.0,2015.0,151.968,-68.582,NED (fiducial),0.149,,0.149,,,15.9,R,AL,"ICRF J013241.1-080404 S/X; PKS 0130-083
",J0132-0804,"2,8",109,3,,6.9,4.225352112676056,5.182045973946585
666,J0132-1654,0130-171,-16:54:48.5220804,01:32:43.48746292,-16.913478355666665,23.18119776216666,1042.0,5.41e-06,7.32e-05,2.2541666666666665e-08,2.0333333333333333e-08,2.9640580405019023e-08,-0.0914,0.0794,1.0,2015.0,168.124,-76.018,NED (fiducial),1.02,,1.02,,,15.4,R,AQ,"ICRF J013243.4-165448 S/X; CGRaBS J0132-1654
",J0132-1654,"2,5,8,15,43",-111,3,,2.2,7.447183098591549,8.028731911326197
670,J0133-4430,0130-447,-44:30:43.5653493,01:33:00.86370420,-44.512101485916666,23.2535987675,1044.0,2.903e-05,0.0008297,1.2095833333333333e-07,2.304722222222222e-07,2.46084308797729e-07,-0.6611,0.8567,1.0,2015.0,280.001,-70.719,,,,,,,24.3,B,G ,"ICRF J013300.8-443043 S/X; PKS 0130-447
",J0133-4430,8,-168,5,,0.6,7.447183098591549,8.969979715916175
671,J0134+0003,0131-001,+00:03:45.1386194,01:34:12.70415461,0.0625385053888888,23.552933977541663,1053.0,9.64e-06,0.0002815,4.0166666666666656e-08,7.819444444444446e-08,8.790751009420964e-08,-0.3753,0.2881,1.0,2015.0,145.384,-60.931,NED (fiducial),0.879,,0.8792,,0.8792,20.8,R,AQ,"ICRF J013412.7+000345 S/X; 4C -00.11
",J0134+0003,"2,8",92,3,,11.4,0.0,3.0
673,J0134-093A,,-09:31:02.863,01:34:35.6671,-9.517461944444443,23.648612916666664,,,,,,,,,,,,,,2.225,,,,0.8191,,,,,J0134-093A,8,-146,5,,2.2,7.447183098591549,8.969979715916175
674,J0134-093B,0132-09B,-09:31:03.0400000,01:34:35.66200000,-9.517511111111112,23.648591666666665,1056.0,0.002,0.06,8.333333333333332e-06,1.6666666666666667e-05,1.858288433167808e-05,,60.0,19.0,2000.0,155.006,-69.655,NED (fiducial),2.225,,,,0.8191,21.4,r,AQ,"PMN J0134-0931:[WLC2002] B;; grav. lens - source, lensed by a z=0.76451 galaxy SDSS J013435.66-093102.9; component B in 2002ApJ...564..143W
",J0134-093B,8,-144,5,,1.6,7.447183098591549,8.969979715916175
675,J0134-093D,0132-09D,-09:31:03.3000000,01:34:35.70400000,-9.517583333333334,23.648766666666663,1061.0,0.002,0.06,8.333333333333332e-06,1.6666666666666667e-05,1.8582883563509893e-05,,60.0,19.0,2000.0,155.007,-69.655,NED (fiducial),2.225,,,,0.8191,21.4,r,AQ,"PMN J0134-0931:[WLC2002] D;; grav. lens - source, lensed by a z=0.76451 galaxy SDSS J013435.66-093102.9; component D in 2002ApJ...564..143W
",J0134-093D,8,-94,5,,0.4,4.014084507042253,6.411932191600021
676,J0134-093E,0132-09E,-09:31:02.6700000,01:34:35.68600000,-9.517408333333334,23.648691666666664,1059.0,0.002,0.06,8.333333333333332e-06,1.6666666666666667e-05,1.858288542483076e-05,,60.0,19.0,2000.0,155.006,-69.655,NED (fiducial),2.225,,,,0.8191,21.4,r,AQ,"PMN J0134-0931:[WLC2002] E;; grav. lens - source, lensed by a z=0.76451 galaxy SDSS J013435.66-093102.9; component E in 2002ApJ...564..143W
",J0134-093E,8,-143,5,,2.5,7.447183098591549,8.969979715916175
677,J0134-1202,0131-122,-12:02:38.2450000,01:34:24.96040000,-12.043956944444444,23.604001666666665,1054.0,,,,,,,,8.0,2000.0,158.773,-71.857,LITERATURE,,a,,,,21.2,R,V ,"AT20G J013424-120238;; z from milliquas (http://quasars.org/milliquas.htm)
",J0134-1202,8,162,5,,3.5,4.225352112676056,6.546266147667387
678,J0134-2702,0132-273,-27:02:57.3242900,01:34:54.81782800,-27.049256747222223,23.728407616666665,1063.0,5.4e-05,0.00203,2.2500000000000002e-07,5.638888888888889e-07,5.984365139730207e-07,-0.172,2.0343,39.0,2015.0,214.946,-80.326,,,,,,,20.1,r,V ,"AT20G J013454-270257
",J0134-2702,5,-34,5,,5.2,21.285211267605632,21.86458823546892
679,J0134-3843,0132-389,-38:43:33.3858834,01:34:32.03014025,-38.72594052316667,23.63345891770833,1055.0,9.4e-06,0.0003008,3.916666666666666e-08,8.355555555555555e-08,8.896732984454764e-08,-0.2016,0.3017,1.0,2015.0,267.806,-75.317,NED (fiducial),2.14,,2.14,,,17.7,R,AQ,"ICRF J013432.0-384333 S/X; PMN J0134-3843
",J0134-3843,"2,8",151,5,,7.7,4.225352112676056,6.546266147667387
682,J0135-2008,0133-204,-20:08:45.8621300,01:35:37.50940306,-20.14607281388889,23.906289179416664,1066.0,5.14e-06,0.0001617,2.1416666666666663e-08,4.491666666666668e-08,4.9211502729795723e-08,-0.0667,0.1618,1.0,2015.0,180.653,-77.715,NED (fiducial),1.144,,1.141,,,17.4,R,AQ,"ICRF J013537.5-200845 S/X; CGRaBS J0135-2008
",J0135-2008,"2,8,15",19,2,,4.2,21.285211267605632,21.378966736178008
694,J0137-2430,0135-247,-24:30:53.8855535,01:37:38.34644643,-24.51496820930556,24.409776860125,1083.0,4.45e-06,7.25e-05,1.8541666666666666e-08,2.0138888888888888e-08,2.62712415214744e-08,-0.0273,0.0726,1.0,2015.0,201.393,-79.284,NED (fiducial),0.8375,,0.8375,,,16.6,R,A1,"ICRF J013738.3-243053 S/X; CGRaBS J0137-2430
",J0137-2430,"2,5,8",76,8,,2.4,0.0,8.0
697,J0138-0540,0136-059,-05:40:08.2427991,01:38:51.85124343,-5.668956333083334,24.716046847624995,1092.0,6.43e-06,0.0001902,2.6791666666666663e-08,5.2833333333333337e-08,5.917897065689396e-08,-0.025,0.1902,1.0,2015.0,152.79,-65.753,NED (fiducial),2.004,,2.004,,,20.3,R,AQ,"ICRF J013851.8-054008 S/X; PKS B0136-059
",J0138-0540,"2,8",-134,5,,3.0,7.447183098591549,8.969979715916175
