Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
1664,J0410-1636,0408-167,-16:36:10.5930600,04:10:59.45778100,-16.60294251666667,62.74774075416666,2730.0,2.6e-05,0.00084,1.0833333333333332e-07,2.3333333333333333e-07,2.553866664909244e-07,-0.035,0.8401,39.0,2015.0,210.804,-42.827,NED (fiducial),0.622,,0.622,,,16.9,R,AQ,"AT20G J041059-163611
",J0410-1636,"5,8",97,4,,1.5,0.0,4.0
1665,J0410-3410,0408-342,-34:10:02.0060900,04:10:42.45132500,-34.16722391388889,62.67688052083333,2727.0,6e-05,0.00188,2.5e-07,5.222222222222223e-07,5.616966944611802e-07,-0.214,1.8879,39.0,2015.0,235.01,-46.988,NED (fiducial),,a,,,,18.5,V,AL,"2MASX J04104248-3410024; PKS 0408-342; WISE J041042.45-341002.0
",J0410-3410,8,151,5,,5.4,4.225352112676056,6.546266147667387
1684,J0413-1619,0411-164,-16:19:30.4094800,04:13:59.27530000,-16.325113744444444,63.49698041666666,2765.0,5.6e-05,0.00195,2.333333333333333e-07,5.416666666666666e-07,5.861275973294398e-07,-0.09,1.9516,39.0,2015.0,210.819,-42.057,LITERATURE,,a,,,,17.8,R,V ,"PMN J0413-1619;; the same as or component of 0411-16A ?; z from milliquas (http://quasars.org/milliquas.htm)
",J0413-1619,8,-96,5,,49.9,4.014084507042253,6.411932191600021
1691,J0414-0111,0411-013,-01:11:11.0404100,04:14:18.03536100,-1.1864001138888889,63.57514733749999,2771.0,3.4e-05,0.00113,1.4166666666666665e-07,3.138888888888889e-07,3.443647415328621e-07,-0.06,1.1305,39.0,2015.0,193.683,-34.948,LITERATURE,,a,,,,18.2,R,V ,"NVSS J041418-011110;; z from milliquas (http://quasars.org/milliquas.htm)
",J0414-0111,"5,8",-19,4,,5.2,21.285211267605632,21.65779810383793
1693,J0414-0842,,-08:42:06.924,04:14:33.1018,-8.701923333333333,63.63792416666666,,,,,,,,,,,,,,,,,,,,,,,J0414-0842,8,-99,5,,1.0,4.014084507042253,6.411932191600021
1697,J0415-0817,0412-084,-08:17:06.8927400,04:15:03.05927500,-8.285247983333333,63.76274697916666,2780.0,3.667e-05,0.00123,1.5279166666666664e-07,3.4166666666666664e-07,3.7362632986199093e-07,0.075,1.2308,39.0,2015.0,201.428,-38.397,LITERATURE,,a,,,,19.4,R,G ,"NVSS J041503-081707; WISE J041503.05-081706.9;; z from milliquas (http://quasars.org/milliquas.htm)
",J0415-0817,5,86,5,,5.3,0.0,5.0
1702,J0416-1536,0414-157,-15:36:53.6330510,04:16:31.84326890,-15.61489806972222,64.13268028708332,2803.0,7.46e-06,0.0002897,3.1083333333333324e-08,8.047222222222222e-08,8.586006257774623e-08,-0.2802,0.2915,3.0,2015.0,210.251,-41.221,NED (fiducial),0.779,,,,,17.8,R,A ,"AT20G J041631-153654; WISE J041631.84-153653.5; GALEX 2693233945380651027
",J0416-1536,8,-27,5,,1.1,21.285211267605632,21.86458823546892
1711,J0417-0553,0414-060,-05:53:45.6092400,04:17:16.78448000,-5.896002566666666,64.31993533333332,2807.0,2.467e-05,0.00082,1.0279166666666668e-07,2.277777777777778e-07,2.4967448520332386e-07,0.089,0.8208,39.0,2015.0,199.127,-36.757,NED (fiducial),0.7752,,0.7752,,,15.8,R,A1,"3C 110; 1WGA J0417.2-0553
",J0417-0553,"5,8",155,4,,5.2,4.225352112676056,5.818384696468256
1724,J0419-2112,0416-213,-21:12:47.4832300,04:19:09.16019800,-21.213189786111112,64.78816749166666,2825.0,2.267e-05,0.00082,9.445833333333333e-08,2.277777777777778e-07,2.442066900032213e-07,-0.197,0.8228,39.0,2015.0,217.598,-42.579,LITERATURE,,a,,,,18.6,R,G ,"NVSS J041909-211247; WISE J041909.15-211247.3;; z from milliquas (http://quasars.org/milliquas.htm)
",J0419-2112,8,165,5,,1.2,4.225352112676056,6.546266147667387
1725,J0419-2132,0416-216,-21:32:35.6752259,04:19:00.41841731,-21.54324311830556,64.75174340545833,2822.0,1.12e-05,0.0004027,4.666666666666666e-08,1.118611111111111e-07,1.199876581888691e-07,0.0106,0.4027,1.0,2015.0,218.012,-42.712,NED (fiducial),1.6458,,1.6458,,,17.8,R,AQ,"ICRF J041900.4-213235 S/X; PMN J0419-2132
",J0419-2132,"2,8",-163,3,,3.4,7.447183098591549,8.028731911326197
1726,J0419-3010,0417-302,-30:10:23.8530537,04:19:47.20499865,-30.173292514916668,64.94668749437498,2837.0,2.93e-05,0.0008582,1.220833333333333e-07,2.383888888888889e-07,2.607075189805943e-07,-0.2971,0.8672,1.0,2015.0,229.669,-44.584,NED (fiducial),1.003,,1.003,,,17.3,R,AQ,"ICRF J041947.2-301023 S/X; GALEX 2739958804399525465; 1RXS J041948.3-301007; PMN J0419-3010
",J0419-3010,2,-146,4,,19.6,7.447183098591549,8.453433391465719
1731,J0420-3744,0418-378,-37:44:44.8603100,04:20:25.10395300,-37.74579453055556,65.10459980416665,2846.0,3.667e-05,0.00119,1.5279166666666664e-07,3.305555555555556e-07,3.519430042705347e-07,0.142,1.1918,39.0,2015.0,240.331,-45.237,LITERATURE,,a,,,,19.6,R,AL,"NVSS J042025-374443; MRSS 303-096250; GALEXASC J042025.05-374445.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J0420-3744,8,20,5,,4.7,21.285211267605632,21.86458823546892
1742,J0422-0643,0419-068,-06:43:45.3307315,04:22:10.79542576,-6.7292585365277775,65.54498094066665,2861.0,6.39e-06,0.0002155,2.6624999999999995e-08,5.986111111111111e-08,6.544088716870625e-08,-0.3608,0.2188,1.0,2015.0,200.77,-36.101,NED (fiducial),0.24,,0.242,,,16.9,R,AQ,"ICRF J042210.7-064345 S/X; AT20G J042210-064344
",J0422-0643,"2,8",82,3,,1.9,0.0,3.0
1743,J0422-1347,0420-139,-13:47:21.1862500,04:22:28.13028000,-13.789218402777776,65.61720949999999,2865.0,7e-05,0.00187,2.916666666666666e-07,5.194444444444445e-07,5.916579162685636e-07,0.306,1.9048,39.0,2015.0,208.798,-39.181,LITERATURE,,a,,,,18.5,R,G ,"PKS 0420-139; NVSS J042228-134721; GALEXASC J042228.15-134721.5;; z from milliquas (http://quasars.org/milliquas.htm)
",J0422-1347,5,-88,5,,9.1,4.014084507042253,6.411932191600021
1746,J0422-3844,0420-388,-38:44:52.8178400,04:22:14.78310100,-38.74800495555556,65.56159625416666,2862.0,0.00013467,0.00988,5.61125e-07,2.7444444444444443e-06,2.7791169227616283e-06,0.7,9.9422,39.0,2015.0,241.765,-44.91,NED (fiducial),3.11,,3.123,,,16.4,R,AL,"AT20G J042214-384452
",J0422-3844,5,-160,5,,6.3,7.447183098591549,8.969979715916175
1752,J0423-0120,0420-014,-01:20:33.0656073,04:23:15.80072217,-1.34251822425,65.815836342375,2879.0,2.03e-06,3.09e-05,8.458333333333333e-09,8.583333333333332e-09,1.2048972640410065e-08,-0.0536,0.0315,1.0,2015.0,195.29,-33.14,NED (fiducial),0.9161,,0.9161,,,16.3,R,AQ,"ICRF J042315.8-012033 S/X; PKS 0420-01
",J0423-0120,"1.4,2,5,8,15,24,43",-177,6,,2.3,7.447183098591549,9.563500201492529
1759,J0424-2743,0422-278,-27:43:43.9900000,04:24:18.59700000,-27.72888611111111,66.0774875,2893.0,,,,,,,,8.0,2000.0,226.602,-43.146,NED (fiducial),0.0497,,,,,16.5,V,G ,"PKS 0422-278
",J0424-2743,"2,8",-76,3,,58.4,4.014084507042253,5.011274731011726
1779,J0427-1302,0424-131,-13:02:53.7164294,04:27:07.30526108,-13.048254563722224,66.78043858783332,2925.0,2.146e-05,0.0008995,8.941666666666668e-08,2.498611111111112e-07,2.646098451608584e-07,-0.5632,0.9181,3.0,2015.0,208.526,-37.845,NED (fiducial),2.159,,2.166,,,17.3,R,AQ,"PKS 0424-13
",J0427-1302,8,170,5,,35.7,4.225352112676056,6.546266147667387
1782,J0428-3756,0426-380,-37:56:19.5807148,04:28:40.42426920,-37.938772420777774,67.168434455,2941.0,2.88e-06,3.96e-05,1.1999999999999998e-08,1.1000000000000001e-08,1.4510949222367709e-08,0.1128,0.0402,1.0,2015.0,240.708,-43.618,NED (fiducial),1.11,,1.111,,,17.2,R,AL,"ICRF J042840.4-375619 S/X; PKS 0426-380
",J0428-3756,"5,8,24",104,3,,0.9,0.0,3.0
1804,J0431-0406,0428-042,-04:06:27.3197405,04:31:28.08855085,-4.107588816805555,67.86703562854166,2975.0,4.91e-06,0.0001518,2.0458333333333333e-08,4.2166666666666674e-08,4.684467654875191e-08,-0.2435,0.1531,1.0,2015.0,199.372,-32.802,NED (fiducial),0.6278,,0.6278,,,19.1,R,AQ,"ICRF J043128.0-040627 S/X; AT20G J043128-040626
",J0431-0406,"2,8",-139,3,,1.2,7.447183098591549,8.028731911326197
1817,J0433-0721,0431-074,-07:21:31.6637900,04:33:56.74375000,-7.358795497222222,68.48643229166666,2998.0,3.333e-05,0.00123,1.38875e-07,3.4166666666666664e-07,3.683829306615981e-07,-0.036,1.2302,39.0,2015.0,203.136,-33.83,NED (fiducial),-0.0148,,-0.0148,,,17.8,R,G ,"AT20G J043356-072131
",J0433-0721,"5,8",97,4,,3.1,0.0,4.0
1820,J0434-2015,,-20:15:17.138,04:34:07.9141,-20.25476055555556,68.53297541666664,,,,,,,,,,,,,,,,,,,,,,,J0434-2015,8,-178,5,,1.7,7.447183098591549,8.969979715916175
1835,J0437-1844,0434-188,-18:44:48.6135530,04:37:01.48273617,-18.74683709805556,69.256178067375,3021.0,2.77e-06,6.14e-05,1.1541666666666666e-08,1.7055555555555557e-08,2.0256920128081104e-08,-0.3985,0.0643,1.0,2015.0,216.347,-37.805,NED (fiducial),2.702,,2.7,,,19.6,R,AQ,"ICRF J043701.4-184448 S/X; PKS 0434-188
",J0437-1844,"2,5,8",-32,3,,1.4,21.285211267605632,21.495586028452585
1844,J0438-0848,0436-089,-08:48:21.5064954,04:38:37.87680567,-8.805974026500001,69.65782002362499,3040.0,3.964e-05,0.0006159,1.6516666666666664e-07,1.7108333333333337e-07,2.3645336631111362e-07,0.1457,0.6463,1.0,2015.0,205.32,-33.464,LITERATURE,,a,,,,18.5,R,G ,"ICRF J043837.8-084821 S/X; PKS 0436-089;; z from milliquas (http://quasars.org/milliquas.htm)
",J0438-0848,"2,8",80,3,,13.1,0.0,3.0
1848,J0438-2336,,-23:36:56.591,04:38:43.9560,-23.615719722222224,69.68314999999998,,,,,,,,,,,,,,,,,,,,,,,J0438-2336,8,114,5,,1.9,4.225352112676056,6.546266147667387
1852,J0439-1901,0437-191,-19:01:01.4160000,04:39:49.73190000,-19.01706,69.95721624999999,3055.0,2.667e-05,0.0004,1.1112499999999998e-07,1.1111111111111121e-07,1.529159157821637e-07,,0.4,29.0,2013.67,216.955,-37.275,,,,,,,18.1,R,AL,"NVSS J043949-190059
",J0439-1901,8,-173,5,,2.3,7.447183098591549,8.969979715916175
1861,J0440-2459,0438-250,-24:59:33.3139500,04:40:18.62769100,-24.992587208333333,70.07761537916666,3063.0,0.000128,0.00554,5.333333333333332e-07,1.5388888888888888e-06,1.6130245208242718e-06,-0.515,5.6174,39.0,2015.0,224.231,-39.007,NED (fiducial),0.6,,0.6,,,17.9,R,AL,"1RXS J044017.8-245918; 2MASS J04401862-2459337
",J0440-2459,"5,8",10,4,,46.7,21.285211267605632,21.65779810383793
1862,J0440-4333,0438-436,-43:33:08.6043290,04:40:17.17997576,-43.55239009138889,70.07158323233332,3062.0,5.42e-06,9.02e-05,2.258333333333333e-08,2.5055555555555573e-08,2.992765383534996e-08,0.033,0.0902,1.0,2015.0,248.411,-41.565,NED (fiducial),2.863,,2.852,,,18.2,R,AQ,"ICRF J044017.1-433308 S/X; PKS 0438-43
",J0440-4333,"5,8",130,4,,19.8,4.225352112676056,5.818384696468256
1865,J0441-2952,0439-299,-29:52:36.3667938,04:41:19.51108713,-29.876768553833333,70.33129619637499,3074.0,2.324e-05,0.0008164,9.683333333333333e-08,2.2677777777777777e-07,2.418225072578456e-07,-0.2203,0.8195,1.0,2015.0,230.448,-39.949,LITERATURE,,c,,,,18.0,R,AL,"ICRF J044119.5-295236 S/X; PKS 0439-299;; z from 2013AJ....145..114L
",J0441-2952,"2,8",91,3,,8.7,0.0,3.0
1873,J0442-0017,0440-003,-00:17:43.4209582,04:42:38.66072366,-0.2953947106111111,70.66108634858334,3086.0,2.47e-06,4.7e-05,1.0291666666666665e-08,1.3055555555555554e-08,1.6624172710909408e-08,0.1558,0.0478,1.0,2015.0,197.199,-28.462,NED (fiducial),0.844,,0.845,,,17.9,R,AQ,"ICRF J044238.6-001743 S/X; PKS 0440-00
",J0442-0017,"2,5,8,15",-133,31,,1.1,7.447183098591549,31.88197823385412
1875,J0442-2825,0440-285,-28:25:30.8362495,04:42:37.65720232,-28.425232291527777,70.65690500966666,3085.0,8.1e-06,0.0002873,3.375e-08,7.980555555555556e-08,8.514630026896528e-08,-0.1168,0.2876,1.0,2015.0,228.687,-39.358,NED (fiducial),1.952,,1.952,,,18.5,R,AQ,"ICRF J044237.6-282530 S/X; PKS 0440-285
",J0442-2825,"2,8",-139,3,,3.2,7.447183098591549,8.028731911326197
1904,J0448-0935,0446-096,-09:35:31.5016249,04:48:49.46976794,-9.592083784694443,72.20612403308331,3151.0,8.64e-06,0.0003355,3.6e-08,9.319444444444445e-08,9.972571998691185e-08,-0.5017,0.3423,1.0,2015.0,207.482,-31.56,LITERATURE,2.079,,,,,18.1,R,AQ,"ICRF J044849.4-093531 S/X; PKS 0446-096;; z from milliquas (http://quasars.org/milliquas.htm)
",J0448-0935,"2,8",172,3,,3.3,4.225352112676056,5.182045973946585
1905,J0448-2044,0446-208,-20:44:46.0113800,04:48:58.81514900,-20.746114272222226,72.24506312083332,3155.0,3.6e-05,0.00121,1.5e-07,3.361111111111111e-07,3.642079651792953e-07,-0.059,1.2104,39.0,2015.0,219.882,-35.829,NED (fiducial),1.894,,1.896,,,17.0,R,AQ,"PKS 0446-208
",J0448-2044,8,-79,5,,3.7,4.014084507042253,6.411932191600021
1906,J0448-2109,0446-212,-21:09:44.8308955,04:48:17.38177023,-21.16245302652777,72.07242404262499,3139.0,7.69e-06,0.0002638,3.204166666666666e-08,7.32777777777778e-08,7.913592509901416e-08,-0.0348,0.2638,1.0,2015.0,220.303,-36.117,NED (fiducial),1.971,,1.971,,,19.1,R,AQ,"ICRF J044817.3-210944 S/X; PKS 0446-212
",J0448-2109,"2,8",46,3,,3.9,0.0,3.0
1917,J0449-0057,0447-010,-00:57:22.3532870,04:49:42.90594886,-0.9562092463888888,72.42877478691666,3173.0,5.97e-06,0.0001198,2.4875e-08,3.327777777777778e-08,4.15452018234081e-08,0.1693,0.1218,1.0,2015.0,198.862,-27.279,NED (fiducial),0.487,,0.487,,,19.1,R,A1,"ICRF J044942.9-005722 S/X; PKS 0447-010
",J0449-0057,"2,8",143,3,,3.4,4.225352112676056,5.182045973946585
1919,J0449-3911,0448-392,-39:11:09.4690099,04:49:42.25462101,-39.18596361386111,72.42606092087499,3172.0,1.222e-05,0.0003793,5.091666666666666e-08,1.0536111111111113e-07,1.1250994299269988e-07,-0.2062,0.3806,1.0,2015.0,242.768,-39.608,NED (fiducial),1.2995,,1.2995,,,16.3,R,AQ,"ICRF J044942.2-391109 S/X; PKS 0448-392
",J0449-3911,"2,8",-31,8,,9.5,21.285211267605632,22.73895817109055
1926,J0451-0354,0448-039,-03:54:52.7220000,04:51:12.26549800,-3.914645,72.80110624166664,3187.0,7.333e-05,0.00172,3.055416666666667e-07,4.777777777777778e-07,5.667382107754547e-07,0.72,1.9232,39.0,2015.0,201.98,-28.416,LITERATURE,2.515,,,,,17.9,R,A ,"NVSS J045112-035452; AT20G J045112-035452; WISE J045112.26-035452.7; 2MASS J04511226-0354527;; z from milliquas (http://quasars.org/milliquas.htm)
",J0451-0354,5,38,5,,8.8,0.0,5.0
1941,J0453-0930,0450-095,-09:30:24.9250200,04:53:16.58068300,-9.506923616666668,73.31908617916665,3211.0,8.2e-05,0.00325,3.4166666666666664e-07,9.027777777777778e-07,9.63617796719355e-07,-0.195,3.2599,39.0,2015.0,207.954,-30.536,LITERATURE,3.405,,,,,18.4,R,AQ,"PKS 0450-095; NVSS J045316-093023;; z from milliquas (http://quasars.org/milliquas.htm)
",J0453-0930,8,-40,5,,2.4,4.014084507042253,6.411932191600021
1943,J0453-2807,0451-282,-28:07:37.3269982,04:53:14.64679973,-28.127035277277777,73.31102833220832,3210.0,2.92e-06,4.7e-05,1.2166666666666665e-08,1.3055555555555554e-08,1.6899022487745005e-08,-0.0843,0.0473,1.0,2015.0,229.019,-37.016,NED (fiducial),2.559,,2.5595,,,17.8,R,AQ,"ICRF J045314.6-280737 S/X; PKS 0451-28
",J0453-2807,"2,5,8,15,43",6,3,,7.1,21.285211267605632,21.495586028452585
1951,J0455-0532,0452-056,-05:32:23.7604400,04:55:24.21508400,-5.539933455555556,73.85089618333333,3237.0,5.333e-05,0.00172,2.222083333333333e-07,4.777777777777778e-07,5.264864340263539e-07,0.433,1.7609,39.0,2015.0,204.169,-28.268,LITERATURE,,a,,,,18.7,R,V ,"PMN J0455-0532;; z from milliquas (http://quasars.org/milliquas.htm)
",J0455-0532,5,123,5,,3.2,4.225352112676056,6.546266147667387
1952,J0455-2034,,-20:34:16.077,04:55:23.7202,-20.5711325,73.84883416666666,,,,,,,,,,,,,,,,,,,,,,,J0455-2034,8,152,5,,42.8,4.225352112676056,6.546266147667387
1958,J0456-2159,0454-220,-21:59:09.3996344,04:56:08.92376965,-21.98594434288889,74.03718237354167,3245.0,1.013e-05,0.0003348,4.2208333333333326e-08,9.3e-08,1.009001623298352e-07,-0.4883,0.3428,1.0,2015.0,221.979,-34.65,NED (fiducial),0.533,,0.534,,,15.9,R,A1,"ICRF J045608.9-215909 S/X; PKS 0454-22
",J0456-2159,"2,8",120,3,,4.0,4.225352112676056,5.182045973946585
1959,J0456-3136,0454-316,-31:36:12.4792243,04:56:36.68335278,-31.603466451194446,74.15284730325,3252.0,1.927e-05,0.0004685,8.029166666666667e-08,1.3013888888888888e-07,1.4701192435714224e-07,-0.0231,0.4685,3.0,2015.0,233.469,-37.088,NED (fiducial),0.865,,0.865,,,19.7,R,AQ,"AT20G J045636-313611; 2MASS J04563667-3136124
",J0456-3136,8,-125,5,,2.2,7.447183098591549,8.969979715916175
1963,J0457-2324,0454-234,-23:24:52.0203248,04:57:03.17922481,-23.41445009022222,74.26324677004166,3257.0,2.2e-06,3.08e-05,9.166666666666666e-09,8.555555555555557e-09,1.1998185441149245e-08,-0.0536,0.0314,1.0,2015.0,223.71,-34.897,NED (fiducial),1.003,,1.0,,,16.6,R,AQ,"ICRF J045703.1-232452 S/X DEF; PKS 0454-234
",J0457-2324,"2,5,8,15,24",135,12,,0.7,4.225352112676056,12.722169644997509
1987,J0501-0159,0458-020,-01:59:14.2564557,05:01:12.80988538,-1.9872934599166667,75.30337452241666,3293.0,2.02e-06,3.07e-05,8.416666666666666e-09,8.527777777777779e-09,1.1978233690634572e-08,-0.0964,0.0319,1.0,2015.0,201.451,-25.296,NED (fiducial),2.286,,2.286,,,19.0,R,AQ,"ICRF J050112.8-015914 S/X DEF; 4C -02.19
",J0501-0159,"2,5,8,15,24,43",-35,4,,3.1,21.285211267605632,21.65779810383793
1991,J0501-2423,0459-244,-24:23:01.5848800,05:01:12.86225400,-24.383773577777777,75.30359272499999,3294.0,3e-05,0.00097,1.25e-07,2.694444444444445e-07,2.92510083095106e-07,0.014,0.97,39.0,2015.0,225.181,-34.281,NED (fiducial),0.6566,,0.6566,,,17.7,R,G ,"AT20G J050112-242302
",J0501-2423,"5,8",-101,4,,1.9,4.014084507042253,5.666822251463041
2007,J0503-2120,,-21:20:10.054,05:03:13.4803,-21.33612611111111,75.80616791666667,,,,,,,,,,,,,,,,,,,,,,,J0503-2120,8,-89,5,,2.2,4.014084507042253,6.411932191600021
2012,J0504-0744,0502-078,-07:44:36.8855500,05:04:34.49352200,-7.743579319444445,76.14372300833331,3329.0,1.733e-05,0.00062,7.220833333333332e-08,1.7222222222222225e-07,1.864936382707403e-07,0.143,0.6213,39.0,2015.0,207.561,-27.252,,,,,,,18.9,R,V ,"AT20G J050434-074436; PMN J0504-0744
",J0504-0744,"5,8",-123,4,,3.6,7.447183098591549,8.453433391465719
2022,J0505-1558,0503-160,-15:58:38.1295600,05:05:41.58010300,-15.977258211111112,76.42325042916666,3341.0,1.667e-05,0.00059,6.945833333333334e-08,1.638888888888889e-07,1.769703340474891e-07,-0.216,0.5927,39.0,2015.0,216.244,-30.426,,,,,,,18.5,R,AL,"AT20G J050541-155838; 2MASS J05054158-1558381; GALEXASC J050541.54-155837.7
",J0505-1558,"5,8",-47,4,,4.1,4.014084507042253,5.666822251463041
2023,J0505-1615,0503-163,-16:15:58.0087934,05:05:57.16063712,-16.26611355372222,76.48816932133332,3349.0,8.74e-06,0.0002839,3.6416666666666665e-08,7.886111111111112e-08,8.626240726995194e-08,-0.3057,0.287,1.0,2015.0,216.581,-30.479,NED (fiducial),1.8511,,1.8511,,,18.5,R,AQ,"ICRF J050557.1-161558 S/X; AT20G J050557-161558
",J0505-1615,"2,8",154,3,,6.6,4.225352112676056,5.182045973946585
2024,J0505-2930,0503-295,-29:30:38.4013550,05:05:55.84935238,-29.510667043055555,76.48270563491666,3348.0,7.76e-06,0.0002867,3.233333333333333e-08,7.96388888888889e-08,8.446377826475024e-08,-0.4705,0.291,1.0,2015.0,231.513,-34.66,NED (fiducial),1.0701,,3.75,,,17.6,R,AQ,"ICRF J050555.8-293038 K; CGRaBS J0505-2930;; 2008ApJS..175...97H give z=3.75
",J0505-2930,"2,5,8",-172,3,,3.9,7.447183098591549,8.028731911326197
2027,J0506-0858,,-08:58:01.799,05:06:39.9089,-8.96716638888889,76.66628708333332,,,,,,,,,,,,,,,,,,,,,,,J0506-0858,8,-23,5,,5.1,21.285211267605632,21.86458823546892
2031,J0506-6109,0506-612,-61:09:40.9939787,05:06:43.98874900,-61.16138721630556,76.68328645416665,3353.0,6.56e-06,4.85e-05,2.7333333333333333e-08,1.3472222222222222e-08,1.8849948174962017e-08,0.004,0.0485,1.0,2015.0,270.55,-36.072,NED (fiducial),1.093,,1.093,,,16.9,R,AQ,"ICRF J050643.9-610940 S/X DEF; PKS 0506-61
",J0506-6109,8,-131,5,,2.0,7.447183098591549,8.969979715916175
2060,J0510-3142,0508-317,-31:42:53.9299554,05:10:46.34087871,-31.714980543166664,77.69308699462499,3399.0,7.92e-06,0.0002523,3.3e-08,7.008333333333336e-08,7.549651520982895e-08,0.1504,0.2528,1.0,2015.0,234.408,-34.171,NED (fiducial),,a,,,,15.7,R,AQ,"ICRF J051046.3-314253 S/X; AT20G J051046-314253;; may be a resolved component of PMN J0510-3142
",J0510-3142,8,23,5,,1.0,21.285211267605632,21.86458823546892
2073,J0513-0032,0510-005,-00:32:25.2606584,05:13:02.60371161,-0.5403501828888889,78.260848798375,3428.0,2.432e-05,0.0005985,1.0133333333333333e-07,1.6625e-07,1.946961573292986e-07,0.344,0.6172,1.0,2015.0,201.648,-22.009,LITERATURE,,a,,,,16.9,R,G2,"ICRF J051302.6-003225 S/X; PKS B0510-006;; z from milliquas (http://quasars.org/milliquas.htm)
",J0513-0032,"2,8",62,3,,5.1,0.0,3.0
2080,J0514-2029,0512-205,-20:29:20.5127833,05:14:17.34752842,-20.489031328694445,78.57228136841665,3435.0,6.02e-06,0.000196,2.5083333333333333e-08,5.4444444444444464e-08,5.92982716138961e-08,-0.3755,0.199,1.0,2015.0,221.971,-30.166,NED (fiducial),1.728,,,,,17.8,R,AQ,"ICRF J051417.3-202920 S/X; PMN J0514-2029; GALEXASC J051417.35-202920.9
",J0514-2029,"2,8",-21,3,,5.6,21.285211267605632,21.495586028452585
2084,J0515-1255,0512-129,-12:55:39.9770620,05:15:14.17455421,-12.92777140611111,78.80906064254165,3448.0,0.00154658,0.0305601,6.444083333333333e-06,8.488916666666666e-06,1.0559803753523376e-05,-0.291,31.848,1.0,2015.0,214.09,-27.099,NED (fiducial),,a,,,,16.5,V,G ,"ICRF J051514.1-125539 S/X; PKS 0512-129
",J0515-1255,5,-35,5,,17.6,21.285211267605632,21.86458823546892
2085,J0515-4556,0514-459,-45:56:43.1983672,05:15:45.25011910,-45.94533287977777,78.93854216291665,3453.0,1.152e-05,0.000144,4.799999999999999e-08,4e-08,5.2095996082816937e-08,0.3397,0.1557,1.0,2015.0,251.732,-35.354,NED (fiducial),0.194,,0.194,,,17.3,R,A1,"ICRF J051545.2-455643 S/X; PKS 0514-459
",J0515-4556,8,-121,5,,2.6,7.447183098591549,8.969979715916175
2093,J0516-1603,0514-161,-16:03:07.6335967,05:16:15.92935047,-16.05212044352778,79.066372293625,3456.0,6.61e-06,0.0002017,2.7541666666666663e-08,5.6027777777777775e-08,6.196497428246914e-08,-0.2623,0.2036,1.0,2015.0,217.438,-28.108,NED (fiducial),1.278,,1.278,,,17.0,R,AQ,"ICRF J051615.9-160307 S/X; PKS 0514-16
",J0516-1603,"2,8",78,3,,3.5,0.0,3.0
2111,J0519-4546,0518-458,-45:46:43.8535218,05:19:49.72315376,-45.7788482005,79.95717980733333,3493.0,1.492e-05,0.0001831,6.216666666666666e-08,5.086111111111112e-08,6.683316337411682e-08,0.0089,0.1831,1.0,2015.0,251.597,-34.634,NED (fiducial),0.035,,0.034,,,15.0,R,A1,"ICRF J051949.7-454643 S/X; PMN J0519-4546; PICTOR A
",J0519-4546,"2,8",-91,3,,6.7,4.014084507042253,5.011274731011726
2116,J0520-0240,0517-027,-02:40:13.1975390,05:20:09.36877234,-2.670332649722222,80.03903655141666,3495.0,5.039e-05,0.0015298,2.099583333333333e-07,4.249444444444445e-07,4.738824738913564e-07,-0.2967,1.5506,1.0,2015.0,204.579,-21.472,,,,,,,16.8,J,V ,"ICRF J052009.3-024013 S/X; NVSS J052009-024013;; Component of 4C -02.21, as identified by PKSCAT90 (version 1.01)
",J0520-0240,8,-140,5,,6.2,7.447183098591549,8.969979715916175
2123,J0521-1737,0519-176,-17:37:30.1839813,05:21:23.55743685,-17.62505110591667,80.34815598687499,3504.0,6.43e-06,0.0002074,2.6791666666666663e-08,5.761111111111111e-08,6.301608061196731e-08,-0.1834,0.2082,1.0,2015.0,219.61,-27.569,NED (fiducial),0.3475,,0.3475,,,17.8,R,AL,"ICRF J052123.5-173730 S/X; CGRaBS J0521-1737
",J0521-1737,"2,8",108,3,,3.7,0.0,3.0
2127,J0522-1358,0520-140,-13:58:33.7608000,05:22:46.64280200,-13.976044666666668,80.69434500833331,3518.0,5.533e-05,0.00174,2.3054166666666666e-07,4.833333333333333e-07,5.325977462780214e-07,0.522,1.7985,39.0,2015.0,215.99,-25.846,LITERATURE,,a,,,,17.8,R,V ,"WISE J052246.64-135833.6;; z from milliquas (http://quasars.org/milliquas.htm)
",J0522-1358,8,75,5,,1.2,0.0,5.0
