Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
4837,J1150-0023,1148-001,-00:23:54.2052622,11:50:43.87076580,-0.3983903506111111,177.6827948575,7719.0,4.83e-06,0.0001295,2.0125e-08,3.597222222222222e-08,4.121888906196594e-08,-0.0665,0.1296,1.0,2015.0,272.535,58.843,NED (fiducial),1.9796,,1.9796,,1.9796,17.0,R,AQ,"ICRF J115043.8-002354 S/X; LBQS 1148-0007;; 6dF DR3 give z=0.646737
",J1150-0023,"2,5,8,15",-121,2,,3.7,7.447183098591549,7.7110658215286705
4839,J1151+0958,,+09:58:26.315,11:51:17.3089,9.97397638888889,177.82212041666662,,,,,,,,,,,,,,,,,,,,,,,J1151+0958,8,136,5,,2.6,4.225352112676056,6.546266147667387
4840,J1151+3825,1148+387,+38:25:52.3749338,11:51:29.36135269,38.431215259388885,177.87233896954163,7728.0,0.000126,0.0016111,5.25e-07,4.475277777777778e-07,6.07796842697579e-07,0.4,1.8355,1.0,2015.0,167.155,73.115,NED (fiducial),1.3016,,1.3016,,1.3016,16.5,R,AQ,"ICRF J115129.3+382552 S/X; LEDA 2820564; GALEXASC J115129.34+382552.4
",J1151+3825,8,24,5,,1.5,21.285211267605632,21.86458823546892
4841,J1151+5859,1148+592,+58:59:17.5660400,11:51:24.66045000,58.98821278888889,177.85275187499997,7727.0,5.667e-05,0.00044,2.361250000000001e-07,1.2222222222222222e-07,1.724477050683601e-07,-0.031,0.4458,23.0,2008.18,136.912,56.481,NED (fiducial),0.0001,,1.055,,1.3586,16.3,R,AL,"87GB 114846.6+591612
",J1151+5859,"2,5,8",-147,3,,1.7,7.447183098591549,8.028731911326197
4842,J1151+5923,1148+596,+59:23:34.9989000,11:51:03.00587200,59.39305525,177.76252446666663,7723.0,4.8e-05,0.00074,2e-07,2.0555555555555561e-07,2.2939542685587934e-07,0.48,0.765,39.0,2015.0,136.684,56.094,NED (fiducial),1.7946,,1.7946,,1.7946,19.0,R,AQ,"SDSS J115103.01+592335.0; 87GB 114825.0+594020
",J1151+5923,"5,8",55,4,,2.0,0.0,4.0
4845,J1152+0733,,+07:33:57.672,11:52:25.9173,7.56602,178.10798874999998,,,,,,,,,,,,,,,,,,,,,,,J1152+0733,8,-107,5,,0.8,4.014084507042253,6.411932191600021
4848,J1152+2333,1150+238,+23:33:33.9580100,11:52:38.03126000,23.55943278055556,178.15846358333334,7735.0,4.467e-05,0.00097,1.86125e-07,2.694444444444445e-07,3.1891743378206346e-07,0.39,1.0121,39.0,2015.0,224.724,76.253,NED (fiducial),1.8029,,1.7939,,1.7939,17.9,R,AQ,"SDSS J115238.02+233333.9
",J1152+2333,"5,8",65,4,,1.7,0.0,4.0
4849,J1152+2930,1150+297,+29:30:15.0514100,11:52:58.76001000,29.50418094722222,178.24483337499998,7739.0,3.067e-05,0.00042,1.277916666666667e-07,1.1666666666666669e-07,1.61185958991193e-07,-0.039,0.4228,23.0,2006.31,199.044,76.926,NED (fiducial),1.2348,,1.2342,,1.2348,17.3,R,AQ,"FBQS J1152+2930
",J1152+2930,5,35,5,,2.1,21.285211267605632,21.86458823546892
4850,J1152+3209,1149+324,+32:09:59.3709612,11:52:27.48825374,32.16649193366666,178.11453439058332,7733.0,0.00033815,0.0041011,1.4089583333333332e-06,1.1391944444444443e-06,1.649324993344014e-06,0.0744,4.378,1.0,2015.0,187.917,76.246,NED (fiducial),0.3743,,0.3743,,0.3743,17.2,R,A1,"ICRF J115227.4+320959 S/X; NVSS J115227+320959
",J1152+3209,2,-68,4,,97.3,4.014084507042253,5.666822251463041
4851,J1152+3307,1150+334,+33:07:18.7638304,11:52:51.91018539,33.12187884177778,178.216292439125,7736.0,8.81e-06,0.0001785,3.6708333333333336e-08,4.9583333333333344e-08,5.834103127935755e-08,-0.0838,0.1789,1.0,2015.0,184.043,76.006,NED (fiducial),1.3942,,1.3942,,1.3942,16.0,R,AQ,"ICRF J115251.9+330718 S/X; JVAS J1152+3307
",J1152+3307,"2,5,8",6,3,,1.6,21.285211267605632,21.495586028452585
4853,J1152+4939,1149+499,+49:39:38.7680049,11:52:32.87106383,49.66076889025,178.13696276595832,7734.0,7.57e-06,9.16e-05,3.154166666666666e-08,2.5444444444444453e-08,3.2623391208899947e-08,-0.1074,0.0925,1.0,2015.0,145.651,64.789,NED (fiducial),1.093,,1.0931,,1.093,17.0,R,AQ,"ICRF J115232.8+493938 S/X; CGRaBS J1152+4939
",J1152+4939,8,-80,5,,0.4,4.014084507042253,6.411932191600021
4856,J1153+0914,1150+095,+09:14:02.2790127,11:53:12.55209819,9.233966392416663,178.302300409125,7742.0,1.109e-05,0.0003429,4.6208333333333335e-08,9.525e-08,1.0560678046158652e-07,-0.1524,0.3441,1.0,2015.0,262.659,67.432,NED (fiducial),0.6955,,0.6955,,0.6955,17.4,R,AQ,"ICRF J115312.5+091402 S/X; 4C +09.39
",J1153+0914,"2,8",-172,3,,4.4,7.447183098591549,8.028731911326197
4857,J1153+0955,1151+102,+09:55:54.8881668,11:53:48.52738339,9.931913379666666,178.45219743079164,7752.0,5.9e-06,0.0001744,2.4583333333333332e-08,4.8444444444444464e-08,5.4159267063592326e-08,-0.1552,0.1751,1.0,2015.0,261.89,68.083,NED (fiducial),0.8935,,0.8939,,0.8937,20.3,R,AQ,"ICRF J115348.5+095554 S/X; JVAS J1153+0955
",J1153+0955,"2,8",-22,3,,5.8,21.285211267605632,21.495586028452585
4858,J1153+1727,1150+177,+17:27:07.1423800,11:53:18.97297800,17.451983994444443,178.329054075,7743.0,3.733e-05,0.00106,1.5554166666666666e-07,2.9444444444444444e-07,3.297191378647877e-07,0.137,1.0634,39.0,2015.0,245.718,73.459,NED (fiducial),1.6662,,1.67,,1.6662,19.8,R,AQ,"SDSS J115318.97+172707.0
",J1153+1727,"5,8",144,4,,1.7,4.225352112676056,5.818384696468256
4859,J1153+3617,1150+365,+36:17:26.2897189,11:53:26.70296881,36.29063603302777,178.36126237004166,7748.0,7.002e-05,0.0010414,2.9175e-07,2.892777777777778e-07,3.728013199611058e-07,-0.556,1.1934,1.0,2015.0,172.664,74.665,NED (fiducial),1.3586,,1.3586,,1.3586,17.2,R,AQ,"ICRF J115326.7+361726 S/X; NVSS J115326+361726
",J1153+3617,"2,8",142,3,,3.6,4.225352112676056,5.182045973946585
4860,J1153+3823,,+38:23:05.915,11:53:42.9113,38.38497638888889,178.4287970833333,,,,,,,,,,,,,,,,,,,,,,,J1153+3823,8,-42,5,,1.9,4.014084507042253,6.411932191600021
4861,J1153+4036,1151+408,+40:36:52.6193857,11:53:54.65896512,40.61461649602778,178.47774568799997,7757.0,9.26e-06,0.0001218,3.858333333333333e-08,3.383333333333333e-08,4.4749624856866e-08,-0.0117,0.1218,1.0,2015.0,160.619,72.037,NED (fiducial),0.9251,,0.9234,,0.9234,20.2,R,A1,"ICRF J115354.6+403652 S/X; B3 1151+408
",J1153+4036,"2,8,15",-97,2,,2.6,4.014084507042253,4.484737944370512
4862,J1153+4931,1150+497,+49:31:08.8301372,11:53:24.46663994,49.51911948255555,178.3519443330833,7747.0,4.44e-06,5.12e-05,1.85e-08,1.4222222222222222e-08,1.8614885469863858e-08,0.0981,0.0518,1.0,2015.0,145.549,64.983,NED (fiducial),0.3336,,0.3336,,0.3339,16.5,R,AQ,"ICRF J115324.4+493108 S/X DEF; 4C +49.22; GALEXASC J115324.52+493109.4
",J1153+4931,"2,5,8,15,24,43,86",-161,3,,1.5,7.447183098591549,8.028731911326197
4863,J1153+5831,1150+588,+58:31:38.5451300,11:53:23.97128800,58.52737364722222,178.34988036666664,7746.0,6.533e-05,0.00057,2.722083333333333e-07,1.5833333333333333e-07,2.1276006584944138e-07,0.247,0.6099,23.0,2006.31,136.831,57.007,NED (fiducial),0.2024,,0.2024,,0.2024,17.6,R,AL,"SDSS J115323.95+583138.4
",J1153+5831,5,-149,5,,2.0,7.447183098591549,8.969979715916175
4872,J1154+0142,1152+019,+01:42:00.4494000,11:54:55.09011900,1.7001248333333332,178.72954216249997,7772.0,0.000142,0.00423,5.916666666666667e-07,1.175e-06,1.3154414878581689e-06,-0.482,4.3794,28.0,2010.76,272.512,61.188,NED (fiducial),1.7973,,1.7973,,1.7973,18.0,R,AQ,"NVSS J115455+014201
",J1154+0142,2,-41,4,,8.5,4.014084507042253,5.666822251463041
4873,J1154+0238,1151+029,+02:38:15.1415971,11:54:09.28566521,2.6375393325277776,178.53869027170833,7764.0,1.677e-05,0.0006497,6.9875e-08,1.8047222222222226e-07,1.935003859387325e-07,-0.4648,0.6614,3.0,2015.0,271.252,61.934,NED (fiducial),0.2106,,0.2107,,0.2106,17.7,R,AL,"SDSS J115409.27+023815.0; 87GB 115136.0+025423
",J1154+0238,8,-168,5,,0.9,7.447183098591549,8.969979715916175
4874,J1154+1225,1151+126,+12:25:09.7544630,11:54:10.40732891,12.419376239722222,178.54336387045834,7765.0,1.142e-05,0.0002876,4.758333333333333e-08,7.98888888888889e-08,9.2421225220767e-08,-0.0237,0.2876,1.0,2015.0,257.765,70.092,NED (fiducial),0.0811,,0.0811,,0.0811,14.7,R,AQ,"ICRF J115410.4+122509 S/X; CGRaBS J1154+1225
",J1154+1225,"2,8",65,3,,2.7,0.0,3.0
4875,J1154+5934,1151+598,+59:34:54.1997098,11:54:01.36620040,59.58172214161112,178.50569250166663,7758.0,1.49e-05,0.0001615,6.208333333333333e-08,4.486111111111112e-08,5.477749876298912e-08,0.0237,0.1615,1.0,2015.0,135.929,56.074,NED (fiducial),0.8755,,0.875,,0.8756,19.6,R,AQ,"ICRF J115401.3+593454 S/X; 87GB 115124.4+595152; SDSS J115401.36+593454.3
",J1154+5934,"2,5,8",-180,3,,2.1,0.0,3.0
4876,J1154+6022,1151+606,+60:22:20.8149000,11:54:04.53528800,60.37244858333333,178.5188970333333,7759.0,5.467e-05,0.0004,2.277916666666666e-07,1.1111111111111121e-07,1.581990265059434e-07,-0.006,0.4057,23.0,2006.31,135.368,55.349,NED (fiducial),1.1216,,1.122,,1.1218,19.6,R,AQ,"87GB 115127.1+603921
",J1154+6022,8,97,11,,0.9,0.0,11.0
4877,J1154-0010,,-00:10:09.867,11:54:04.5557,-0.1694075,178.51898208333333,,,,,,,,,,,,,,,,,,,,,,,J1154-0010,8,122,5,,1.6,4.225352112676056,6.546266147667387
4880,J1155+193A,,+19:39:42.229,11:55:18.2956,19.66173027777777,178.82623166666664,,,,,,,,,,,,,,1.0189,,1.0173,,1.0186,,,,,J1155+193A,5,-93,5,,17.1,4.014084507042253,6.411932191600021
4889,J1156+0932,1154+098,+09:32:41.3740400,11:56:54.47629300,9.544826122222222,179.22698455416665,7800.0,9.267e-05,0.00253,3.861250000000001e-07,7.027777777777778e-07,7.993057439041826e-07,-0.146,2.541,39.0,2015.0,264.165,68.21,NED (fiducial),0.2182,,0.2182,,0.2182,17.8,R,A ,"SDSS J115654.47+093241.4
",J1156+0932,"5,8",170,4,,12.4,4.225352112676056,5.818384696468256
4890,J1156+2632,1154+268,+26:32:32.2688600,11:56:54.67033100,26.54229690555556,179.22779304583332,7801.0,3.133e-05,0.00049,1.3054166666666666e-07,1.361111111111111e-07,1.7934477542593766e-07,-0.142,0.5015,23.0,2006.31,212.588,77.828,NED (fiducial),0.1563,,0.1562,,0.1563,16.9,R,A2,"87GB 115419.6+264902
",J1156+2632,5,163,5,,3.5,4.225352112676056,6.546266147667387
4891,J1156+4355,1154+442,+43:55:21.3800200,11:56:50.74783500,43.92260556111111,179.21144931249998,7798.0,9e-05,0.00099,3.75e-07,2.75e-07,3.854623204578611e-07,0.029,0.9978,39.0,2015.0,152.611,69.926,NED (fiducial),2.0218,,2.0217,,2.0217,19.6,R,AQ,"NVSS J115650+435521
",J1156+4355,5,-59,5,,4.6,4.014084507042253,6.411932191600021
4892,J1156+5847,1153+590,+58:47:05.9393100,11:56:03.47088000,58.784983141666665,179.01446199999998,7791.0,5.4e-05,0.00087,2.2500000000000002e-07,2.4166666666666665e-07,2.683278909885657e-07,0.398,0.8895,39.0,2015.0,136.061,56.909,NED (fiducial),0.301,a,0.301,,0.301,17.5,R,AL,"4C +59.17
",J1156+5847,"5,8",-144,4,,3.7,7.447183098591549,8.453433391465719
4900,J1157+1638,1155+169,+16:38:59.6498957,11:57:34.83627684,16.649902748805555,179.39515115349997,7810.0,6.48e-06,0.0001335,2.7e-08,3.708333333333333e-08,4.52142242405292e-08,0.0038,0.1335,1.0,2015.0,250.218,73.717,NED (fiducial),1.0602,,1.0608,,1.0606,17.3,R,AQ,"ICRF J115734.8+163859 S/X; JVAS J1157+1638
",J1157+1638,"5,8",90,4,,1.1,0.0,4.0
4901,J1157+1902,1154+193,+19:02:27.0629000,11:57:33.49502300,19.04085080555556,179.3895625958333,7808.0,2.267e-05,0.00071,9.445833333333333e-08,1.9722222222222225e-07,2.164932738442769e-07,-0.125,0.7114,39.0,2015.0,243.263,75.22,NED (fiducial),0.5312,,,,0.5311,20.5,R,G ,"4C +19.41
",J1157+1902,5,-105,5,,2.8,4.014084507042253,6.411932191600021
4902,J1157+3308,,+33:08:10.303,11:57:42.6440,33.13619527777778,179.4276833333333,,,,,,,,,,,,,,,,,,,,,,,J1157+3308,8,68,5,,2.5,0.0,5.0
4910,J1158+2450,1155+251,+24:50:17.9638522,11:58:25.78756089,24.83832329227777,179.607448170375,7813.0,6.22e-06,0.0001254,2.5916666666666664e-08,3.4833333333333334e-08,4.202996680869828e-08,-0.0512,0.1255,1.0,2015.0,220.851,77.876,NED (fiducial),0.2026,,0.2,,0.2026,16.6,R,A1,"ICRF J115825.7+245017 S/X; PKS 1155+251
",J1158+2450,"2,5,8,15",-8,5,,2.8,21.285211267605632,21.86458823546892
4911,J1158+4825,1155+486,+48:25:16.2295188,11:58:26.76951190,48.42117486633333,179.61153963291667,7814.0,1.048e-05,0.0001307,4.366666666666666e-08,3.630555555555557e-08,4.6453175599835896e-08,-0.0644,0.1312,1.0,2015.0,145.212,66.351,NED (fiducial),2.0355,,2.0355,,2.0356,19.9,R,AQ,"ICRF J115826.7+482516 S/X; CGRaBS J1158+4825
",J1158+4825,"2,5,8",-104,3,,4.0,4.014084507042253,5.011274731011726
4912,J1159+0112,1157+014,+01:12:06.9843051,11:59:44.82785897,1.20194008475,179.93678274570829,7829.0,9.15e-06,0.000118,3.8125e-08,3.2777777777777776e-08,5.0271848864938323e-08,0.1561,0.1411,1.0,2015.0,275.221,61.261,NED (fiducial),1.9885,,2.002,,,17.1,R,AQ,"ICRF J115944.8+011206 S/X; NVSS J115944+011209; GALEXMSC J115944.86+011206.4
",J1159+0112,2,110,4,,15.6,4.225352112676056,5.818384696468256
4913,J1159+0302,1156+033,+03:02:11.0471551,11:59:10.42234046,3.036401987527777,179.7934264185833,7816.0,1.087e-05,0.0003532,4.529166666666666e-08,9.811111111111112e-08,1.0803411232154733e-07,-0.4799,0.3633,3.0,2015.0,273.27,62.859,NED (fiducial),1.0089,,1.0089,,1.0089,19.1,R,AQ,"NVSS J115910+030210
",J1159+0302,"5,8",130,4,,4.0,4.225352112676056,5.818384696468256
4915,J1159+2914,1156+295,+29:14:43.8268224,11:59:31.83391383,29.24550745066667,179.88264130762497,7825.0,2.31e-06,3.05e-05,9.625e-09,8.472222222222221e-09,1.1929264516419216e-08,-0.0381,0.031,1.0,2015.0,199.414,78.374,NED (fiducial),0.7247,,0.7248,,0.7247,16.9,R,AQ,"ICRF J115931.8+291443 S/X; FBQS J1159+2914;; 2011A&A...529A.113Z give z=0.729
",J1159+2914,"1.4,2,5,8,15,24,43",16,4,,1.1,21.285211267605632,21.65779810383793
4916,J1159-0127,1157-011,-01:27:08.4124125,11:59:40.97094532,-1.45233678125,179.9207122721666,7828.0,1.771e-05,0.000646,7.379166666666667e-08,1.7944444444444449e-07,1.9401551685909e-07,-0.2754,0.6509,3.0,2015.0,277.314,58.821,NED (fiducial),1.2114,,1.2117,,1.2114,18.7,R,AQ,"SDSS J115940.96-012708.4; PMN J1159-0126
",J1159-0127,2,32,4,,4.2,21.285211267605632,21.65779810383793
4923,J1200+5300,1157+532,+53:00:46.8776462,12:00:11.38427848,53.013021568388886,180.04743449366663,7834.0,1.357e-05,0.0001468,5.654166666666668e-08,4.0777777777777775e-08,5.3103747570980495e-08,0.1886,0.1516,1.0,2015.0,139.678,62.417,NED (fiducial),1.9955,,1.997,,1.9955,19.5,R,AQ,"ICRF J120011.3+530046 S/X; JVAS J1200+5300
",J1200+5300,"5,8",-77,4,,2.0,4.014084507042253,5.666822251463041
4925,J1201+0028,1158+007,+00:28:28.3162513,12:01:23.25076365,0.4745322920277778,180.34687818187496,7842.0,5.66e-06,0.0001823,2.3583333333333333e-08,5.0638888888888893e-08,5.5860831802783214e-08,-0.2188,0.1835,1.0,2015.0,276.602,60.762,NED (fiducial),1.3674,,1.3674,,1.3674,18.5,R,AQ,"ICRF J120123.2+002828 S/X; PKS 1158+007
",J1201+0028,"2,8",-16,3,,4.5,21.285211267605632,21.495586028452585
4927,J1201+1114,1159+115,+11:14:47.5902900,12:01:40.24910900,11.246552858333333,180.4177046208333,7843.0,1.933e-05,0.00064,8.054166666666665e-08,1.777777777777778e-07,1.9453830588602125e-07,-0.184,0.6426,39.0,2015.0,264.167,70.276,NED (fiducial),2.2982,,2.2964,,2.2981,19.4,R,AQ,"87GB 115906.9+113140; NVSS J120140+111448; SDSS J120140.25+111447.6; [VCV96] Q 1159+115; QSO B1159+115
",J1201+1114,8,-156,5,,1.3,7.447183098591549,8.969979715916175
4928,J1201+1431,1159+148,+14:31:36.4500242,12:01:44.26885669,14.526791673388889,180.4344535695417,7845.0,5.81e-06,0.0001562,2.4208333333333333e-08,4.338888888888889e-08,4.931294929230056e-08,-0.1527,0.1569,1.0,2015.0,257.869,72.888,NED (fiducial),1.4375,,1.3378,,1.4709,19.7,R,AQ,"ICRF J120144.2+143136 S/X; JVAS J1201+1431
",J1201+1431,8,106,5,,0.8,0.0,5.0
4930,J1202+0235,1200+028,+02:35:26.6422209,12:02:55.27625060,2.59073395025,180.7303177108333,7860.0,1.521e-05,0.0002757,6.337499999999998e-08,7.658333333333332e-08,9.936393411688488e-08,-0.3578,0.2991,1.0,2015.0,275.542,62.853,NED (fiducial),0.5591,,,,0.5591,19.7,r,G ,"ICRF J120255.2+023526 S/X; PMN J1202+0235; SDSS J120255.27+023526.6
",J1202+0235,"5,8",114,4,,2.7,4.225352112676056,5.818384696468256
4933,J1202+2631,1200+268,+26:31:38.6299800,12:02:40.67954600,26.527397216666667,180.66949810833333,7857.0,3e-05,0.00074,1.25e-07,2.0555555555555561e-07,2.340113185044956e-07,0.343,0.757,39.0,2015.0,213.323,79.11,NED (fiducial),0.4759,,0.4759,,0.4759,17.6,R,A1,"FIRST J120240.6+263138
",J1202+2631,5,-15,5,,9.8,21.285211267605632,21.86458823546892
4934,J1202+2756,1200+282,+27:56:25.9349600,12:02:34.06576200,27.94053748888889,180.641940675,7853.0,3.267e-05,0.00047,1.3612499999999998e-07,1.3055555555555556e-07,1.7750104046804254e-07,-0.106,0.4811,23.0,2006.31,205.828,79.14,NED (fiducial),0.6721,,0.6721,,0.6721,19.2,R,AQ,"NVSS J120233+275625
",J1202+2756,5,-80,5,,1.7,4.014084507042253,6.411932191600021
4935,J1202+4444,1159+450,+44:44:22.4754215,12:02:08.66257996,44.739576505972224,180.53609408316663,7848.0,7.017e-05,0.0008473,2.92375e-07,2.353611111111113e-07,3.138868579744234e-07,-0.0041,0.8473,1.0,2015.0,148.991,69.812,NED (fiducial),0.2971,,0.2971,,0.2971,17.2,R,AL,"ICRF J120208.6+444422 S/X; NVSS J120208+444420
",J1202+4444,"2,8",-125,3,,7.6,7.447183098591549,8.028731911326197
4940,J1203+0414,1200+045,+04:14:19.0938367,12:03:21.93502729,4.238637176861111,180.8413959470417,7865.0,1.351e-05,0.000303,5.629166666666666e-08,8.416666666666667e-08,1.011704960766149e-07,-0.2237,0.3086,1.0,2015.0,274.213,64.396,NED (fiducial),1.2243,,1.2243,,1.2243,18.8,R,AQ,"ICRF J120321.9+041419 S/X; PKS 1200+045;; 2007A&A...470...97L: The triple structure may consist of a core and two-sided emission, or a one-sided core-jet source. The quasar is possibly a core-jet one, but still we keep the source as a CSO candidate.
",J1203+0414,"2,8",119,3,,3.9,4.225352112676056,5.182045973946585
4941,J1203+0634,1200+068,+06:34:41.5375798,12:03:01.01264266,6.5782048832777775,180.75421934441664,7862.0,1.196e-05,0.0002289,4.9833333333333336e-08,6.358333333333335e-08,8.058293982503704e-08,-0.0859,0.2302,1.0,2015.0,271.506,66.449,NED (fiducial),2.1801,,2.1798,,2.1802,19.2,R,AQ,"ICRF J120301.0+063441 S/X; JVAS J1203+0634
",J1203+0634,"2,8",-102,3,,2.1,4.014084507042253,5.011274731011726
4943,J1203+3049,,+30:49:02.270,12:03:31.7685,30.817297222222223,180.88236875,,,,,,,,,,,,,,,,,,,,,,,J1203+3049,5,151,5,,5.0,4.225352112676056,6.546266147667387
4944,J1203+4510,1201+454,+45:10:49.5647487,12:03:35.39550140,45.180434652416665,180.8974812558333,7870.0,3.677e-05,0.0004901,1.5320833333333332e-07,1.361388888888889e-07,1.737707519560571e-07,-0.2855,0.5157,3.0,2015.0,147.685,69.579,NED (fiducial),1.0734,,1.074,,1.0736,17.4,R,AQ,"NVSS J120335+451049
",J1203+4510,"2,8",155,3,,26.8,4.225352112676056,5.182045973946585
4947,J1203+4803,1200+483,+48:03:13.6260033,12:03:29.85302560,48.05378500091666,180.87438760666663,7866.0,6.83e-06,9.8e-05,2.845833333333333e-08,2.7222222222222226e-08,3.321000080392178e-08,-0.0446,0.0981,1.0,2015.0,143.816,67.084,NED (fiducial),0.817,,0.817,,0.817,16.8,R,AL,"ICRF J120329.8+480313 S/X; SDSS J120329.84+480313.6
",J1203+4803,"2,8",152,3,,1.8,4.225352112676056,5.182045973946585
4951,J1203+6031,1200+608,+60:31:19.1630151,12:03:03.50715392,60.52198972641666,180.7646131413333,7863.0,1.967e-05,0.000155,8.195833333333331e-08,4.305555555555556e-08,5.8994551053068354e-08,0.073,0.1573,1.0,2015.0,133.449,55.607,NED (fiducial),0.0653,,0.0653,,0.0653,11.9,R,AL,"ICRF J120303.5+603119 S/X; NVSS J120303+603119
",J1203+6031,"2,5,8,15",-169,2,,1.7,7.447183098591549,7.7110658215286705
4953,J1204+0408,1202+044,+04:08:14.0980225,12:04:51.67472128,4.137249450694445,181.21531133866665,7884.0,1.098e-05,0.0003333,4.575e-08,9.258333333333337e-08,1.0321744842269465e-07,-0.4541,0.3433,3.0,2015.0,275.096,64.462,NED (fiducial),1.9479,,,,1.9478,20.7,R,AQ,"JVAS J1204+0407
",J1204+0408,"5,8",81,4,,1.9,0.0,4.0
4957,J1204+3758,1201+382,+37:58:38.2985400,12:04:03.08349800,37.97730515,181.0128479083333,7875.0,3.733e-05,0.00048,1.5554166666666666e-07,1.3333333333333336e-07,1.8113562263313401e-07,-0.186,0.5058,23.0,2006.31,162.493,75.281,NED (fiducial),1.2829,,1.2847,,1.2829,19.3,R,AQ,"B3 1201+382A
",J1204+3758,5,160,5,,2.6,4.225352112676056,6.546266147667387
4958,J1204+4856,1202+492,+48:56:53.9558818,12:04:36.17945132,48.94832107827777,181.1507477138333,7881.0,5.012e-05,0.0006342,2.088333333333333e-07,1.761666666666667e-07,2.232589728164492e-07,-0.0639,0.6362,1.0,2015.0,142.357,66.376,NED (fiducial),0.451,,0.451,,0.451,17.1,R,AQ,"ICRF J120436.1+485653 S/X; NVSS J120435+485655; GALEXASC J120436.29+485653.2
",J1204+4856,"2,8",118,3,,2.8,4.225352112676056,5.182045973946585
4960,J1204+5228,1202+527,+52:28:41.7676849,12:04:36.79982972,52.47826880136111,181.1533326238333,7882.0,1.537e-05,0.0001625,6.404166666666667e-08,4.5138888888888884e-08,5.965683295489787e-08,-0.0601,0.1633,3.0,2015.0,138.828,63.181,NED (fiducial),2.7295,,2.7295,,2.7319,18.3,R,AQ,"JVAS J1204+5228; 4C +52.25
",J1204+5228,"2,5,8",-8,3,,2.4,21.285211267605632,21.495586028452585
4964,J1205+0053,1203+011,+00:53:43.8723504,12:05:48.49087652,0.8955200973333333,181.4520453188333,7895.0,1.656e-05,0.0005994,6.9e-08,1.6650000000000004e-07,1.802278752878344e-07,-0.6016,0.6198,3.0,2015.0,278.385,61.573,NED (fiducial),0.9316,,0.9316,,0.9316,18.2,R,AQ,"PKS 1203+011
",J1205+0053,"5,8",-20,4,,3.1,21.285211267605632,21.65779810383793
4965,J1205+0527,1202+057,+05:27:48.5333550,12:05:18.70549456,5.4634814875,181.32793956066664,7892.0,1.334e-05,0.0003962,5.558333333333333e-08,1.1005555555555557e-07,1.231816759142744e-07,-0.3095,0.4023,3.0,2015.0,274.0,65.71,NED (fiducial),1.2977,,1.2977,,1.2977,18.0,R,AQ,"SDSS J120518.69+052748.4; JVAS J1205+0527
",J1205+0527,"5,8",-130,4,,1.8,7.447183098591549,8.453433391465719
4966,J1205+1042,1203+109,+10:42:53.8757376,12:05:56.08696874,10.714965482666663,181.48369570308333,7896.0,3.04e-05,0.0007686,1.2666666666666666e-07,2.135e-07,2.471276567854976e-07,-0.0893,0.7702,3.0,2015.0,267.636,70.402,NED (fiducial),1.0863,,1.0863,,1.0863,17.0,R,AQ,"NVSS J120556+104253
",J1205+1042,"2,8",51,3,,8.1,0.0,3.0
4968,J1205+2031,,+20:31:19.052,12:05:51.4735,20.52195888888889,181.4644729166667,,,,,,,,,,,,,,,,,,,,,,,J1205+2031,8,-125,5,,1.5,7.447183098591549,8.969979715916175
4970,J1205+3321,,+33:21:46.985,12:05:42.8270,33.36305138888889,181.4284458333333,,,,,,,,,,,,,,,,,,,,,,,J1205+3321,8,-62,5,,1.1,4.014084507042253,6.411932191600021
4972,J1206+0529,1204+057,+05:29:52.2458315,12:06:58.02664355,5.497846064305556,181.7417776814583,7903.0,9.06e-06,0.0002972,3.774999999999999e-08,8.255555555555557e-08,9.070502338531037e-08,0.1369,0.2979,1.0,2015.0,274.874,65.917,NED (fiducial),1.4601,,0.5294,,,19.7,R,AL,"ICRF J120658.0+052952 S/X; PMN J1206+0529; SDSS J120658.02+052952.2
",J1206+0529,"2,8",18,3,,4.1,21.285211267605632,21.495586028452585
4974,J1206+3941,1204+399,+39:41:03.7471336,12:06:37.05337315,39.68437420377777,181.65438905479164,7901.0,8.75e-06,0.0001322,3.645833333333333e-08,3.672222222222223e-08,4.621404476450472e-08,-0.1146,0.1334,1.0,2015.0,156.649,74.371,NED (fiducial),1.5172,,1.5172,,1.5172,18.2,R,AQ,"ICRF J120637.0+394103 S/X; JVAS J1206+3941;; [HB89] give z=1.33
",J1206+3941,"2,5,8",81,3,,12.5,0.0,3.0
