J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
J0414-0111,0411-013,-01:11:11.0404100,04:14:18.03536100,-1.1864001138888889,63.57514733749999,2771.0,3.4e-05,0.00113,1.4166666666666665e-07,3.138888888888889e-07,3.443647415328621e-07,-0.06,1.1305,39.0,2015.0,193.683,-34.948,LITERATURE,,a,,,,18.2,R,V ,"NVSS J041418-011110;; z from milliquas (http://quasars.org/milliquas.htm)
",J0414-0111,"5,8",-19,4,,5.2,21.285211267605632,21.65779810383793
J0414-0725,0412-075,-07:25:59.9659800,04:14:40.61227500,-7.433323883333333,63.6692178125,2777.0,4.133e-05,0.00129,1.7220833333333337e-07,3.583333333333333e-07,3.9694097068790323e-07,0.214,1.2985,39.0,2015.0,200.418,-38.072,,,,,,,18.9,R,V ,"NVSS J041440-072559; GALEXASC J041440.53-072601.2
",J0414-0725,5,-60,5,,41.1,4.014084507042253,6.411932191600021
J0414-0842,,-08:42:06.924,04:14:33.1018,-8.701923333333333,63.63792416666666,,,,,,,,,,,,,,,,,,,,,,,J0414-0842,8,-99,5,,1.0,4.014084507042253,6.411932191600021
J0415+2532,0412+254,+25:32:06.0899472,04:15:06.64179124,25.535024985333337,63.77767413016666,2782.0,1.583e-05,0.0004529,6.595833333333333e-08,1.2580555555555558e-07,1.3917309577158597e-07,-0.5414,0.47,3.0,2015.0,170.378,-18.042,,,,,,,    , ,I ,"87GB 041205.3+252415
",J0415+2532,5,11,5,,2.9,21.285211267605632,21.86458823546892
J0415+2548,0412+256,+25:48:00.3938747,04:15:13.19222784,25.80010940963889,63.80496761599999,2784.0,1.201e-05,0.0002721,5.004166666666666e-08,7.558333333333335e-08,8.799232951835106e-08,-0.1744,0.2743,3.0,2015.0,170.194,-17.842,LITERATURE,,a,,,,19.4,R,V ,"87GB 041210.6+254005; GALEXASC J041513.11+254759.9;; z from milliquas (http://quasars.org/milliquas.htm)
",J0415+2548,"5,8",-143,4,,4.9,7.447183098591549,8.453433391465719
J0415+4452,0412+447,+44:52:49.6836194,04:15:56.52649676,44.88046767205556,63.98552706983333,2792.0,8.08e-06,0.0001068,3.3666666666666664e-08,2.9666666666666664e-08,3.8068332709997264e-08,0.0693,0.1073,1.0,2015.0,156.517,-4.246,NED (fiducial),0.485,,0.485,,,19.4,R,G ,"ICRF J041556.5+445249 S/X; 87GB 041223.8+444525
",J0415+4452,"2,8,24",95,3,,0.8,0.0,3.0
J0415-0817,0412-084,-08:17:06.8927400,04:15:03.05927500,-8.285247983333333,63.76274697916666,2780.0,3.667e-05,0.00123,1.5279166666666664e-07,3.4166666666666664e-07,3.7362632986199093e-07,0.075,1.2308,39.0,2015.0,201.428,-38.397,LITERATURE,,a,,,,19.4,R,G ,"NVSS J041503-081707; WISE J041503.05-081706.9;; z from milliquas (http://quasars.org/milliquas.htm)
",J0415-0817,5,86,5,,5.3,0.0,5.0
J0415-1430,0413-146,-14:30:38.2325900,04:15:55.06697600,-14.51062016388889,63.97944573333332,2791.0,3.533e-05,0.00119,1.4720833333333337e-07,3.305555555555556e-07,3.5996778583787453e-07,-0.042,1.1902,39.0,2015.0,208.827,-40.925,LITERATURE,,a,,,,19.3,R,V ,"AT20G J041555-143037;; z from milliquas (http://quasars.org/milliquas.htm)
",J0415-1430,5,38,5,,6.1,0.0,5.0
J0416+0105,,+01:05:23.899,04:16:52.4945,1.0899719444444445,64.21872708333332,,,,,,,,,,,,,,,,,,,,,,,J0416+0105,8,87,5,,1.5,0.0,5.0
J0416+2733,0413+274,+27:33:53.2488000,04:16:10.64966900,27.564791333333336,64.04437362083333,2797.0,3.867e-05,0.00098,1.6112499999999998e-07,2.722222222222222e-07,3.074197275019318e-07,0.346,1.0008,39.0,2015.0,169.01,-16.471,,,,,,,    , ,I ,"87GB 041304.9+272606
",J0416+2733,8,-142,5,,2.5,7.447183098591549,8.969979715916175
J0416+4514,0412+451,+45:14:59.6842000,04:16:23.31829100,45.24991227777778,64.09715954583332,2801.0,3.4e-05,0.00079,1.4166666666666665e-07,2.1944444444444445e-07,2.410457400288364e-07,-0.291,0.7984,39.0,2015.0,156.316,-3.925,,,,,,,20.9,G,V ,"NVSS J041623+451500
",J0416+4514,8,149,5,,0.9,4.225352112676056,6.546266147667387
J0416-1536,0414-157,-15:36:53.6330510,04:16:31.84326890,-15.61489806972222,64.13268028708332,2803.0,7.46e-06,0.0002897,3.1083333333333324e-08,8.047222222222222e-08,8.586006257774623e-08,-0.2802,0.2915,3.0,2015.0,210.251,-41.221,NED (fiducial),0.779,,,,,17.8,R,A ,"AT20G J041631-153654; WISE J041631.84-153653.5; GALEX 2693233945380651027
",J0416-1536,8,-27,5,,1.1,21.285211267605632,21.86458823546892
J0416-1851,0414-189,-18:51:08.3402457,04:16:36.54444889,-18.85231673491667,64.15226853704166,2804.0,2.57e-06,3.64e-05,1.0708333333333332e-08,1.0111111111111113e-08,1.4315379950681576e-08,0.0434,0.0372,1.0,2015.0,214.307,-42.379,NED (fiducial),1.536,,1.54,,,18.5,R,AQ,"ICRF J041636.5-185108 S/X; PKS 0414-189;; 2009A&A...495..691M give z=1.421
",J0416-1851,"2,5,8,15",-151,8,,2.0,7.447183098591549,10.929800368897302
J0416-2056,0413-210,-20:56:27.5175262,04:16:04.35973734,-20.94097709061111,64.01816557225,2795.0,5.37e-06,0.0001727,2.2375e-08,4.797222222222222e-08,5.2326125017828096e-08,-0.1296,0.173,1.0,2015.0,216.942,-43.179,NED (fiducial),0.807,,0.807,,,18.8,R,AQ,"ICRF J041604.3-205627 S/X; PKS 0413-21
",J0416-2056,"2,8",123,4,,5.4,4.225352112676056,5.818384696468256
J0416-2513,0414-253,-25:13:16.8435269,04:16:28.38757306,-25.22134542413889,64.11828155441665,2802.0,9.6e-06,0.0003414,4e-08,9.483333333333333e-08,1.0150291067953685e-07,-0.2211,0.3428,3.0,2015.0,222.669,-44.28,,,,,,,    , ,A ,"CGRaBS J0416-2513;
",J0416-2513,8,29,5,,4.3,21.285211267605632,21.86458823546892
J0416-3339,0414-337,-33:39:32.3532305,04:16:20.51064413,-33.658987008472224,64.08546101720833,2799.0,1.546e-05,0.0005548,6.441666666666667e-08,1.541111111111111e-07,1.631718341408182e-07,0.0473,0.5549,1.0,2015.0,234.43,-45.778,LITERATURE,3.0409,,,,,19.0,R,AQ,"ICRF J041620.5-333932 S/X; PKS 0414-337;; z from milliquas (http://quasars.org/milliquas.htm)
",J0416-3339,"2,8",-20,3,,4.3,21.285211267605632,21.495586028452585
J0416-3403,0414-341,-34:03:03.9612310,04:16:10.05441484,-34.05110034194444,64.04189339516665,2796.0,1.329e-05,0.0004508,5.5375e-08,1.2522222222222226e-07,1.333626961750367e-07,0.1396,0.4515,1.0,2015.0,234.985,-45.852,LITERATURE,,a,,,,20.0,R,V ,"ICRF J041610.0-340303 S/X; PKS 0414-341;; z from milliquas (http://quasars.org/milliquas.htm)
",J0416-3403,"2,8",-132,5,,4.3,7.447183098591549,8.969979715916175
J0416-3612,0414-363,-36:12:12.8280000,04:16:42.86463100,-36.203563333333335,64.17860262916666,2805.0,6.467e-05,0.00207,2.694583333333333e-07,5.749999999999999e-07,6.147371777046991e-07,-0.156,2.0742,39.0,2015.0,238.08,-45.903,,,a,,,,20.0,R,V ,"AT20G J041642-361212
",J0416-3612,5,143,5,,5.1,4.225352112676056,6.546266147667387
J0417+3631,0414+364,+36:31:48.0264800,04:17:18.83413300,36.530007355555554,64.32847555416666,2808.0,4.733e-05,0.00099,1.972083333333333e-07,2.75e-07,3.173900036617195e-07,0.225,1.0019,39.0,2015.0,162.6,-10.025,NED (fiducial),,a,,,,20.8,G,G ,"87GB 041401.2+362410; 2MASX J04171887+3631480
",J0417+3631,5,-2,5,,7.1,21.285211267605632,21.86458823546892
J0417+3908,0414+390,+39:08:23.7542400,04:17:34.72246300,39.13993173333333,64.39467692916665,2810.0,2.333e-05,0.00061,9.720833333333332e-08,1.6944444444444445e-07,1.854612923330063e-07,0.158,0.6119,39.0,2015.0,160.773,-8.138,,,,,,,15.9,J,V ,"87GB 041411.6+390055
",J0417+3908,"5,8",-48,4,,3.0,4.014084507042253,5.666822251463041
J0417-0553,0414-060,-05:53:45.6092400,04:17:16.78448000,-5.896002566666666,64.31993533333332,2807.0,2.467e-05,0.00082,1.0279166666666668e-07,2.277777777777778e-07,2.4967448520332386e-07,0.089,0.8208,39.0,2015.0,199.127,-36.757,NED (fiducial),0.7752,,0.7752,,,15.8,R,A1,"3C 110; 1WGA J0417.2-0553
",J0417-0553,"5,8",155,4,,5.2,4.225352112676056,5.818384696468256
J0418+2116,0415+211,+21:16:31.1531568,04:18:40.28434369,21.27532032133333,64.66785143204166,2819.0,1.91e-05,0.0004755,7.958333333333332e-08,1.3208333333333337e-07,1.5147819693557216e-07,-0.0541,0.4758,1.0,2015.0,174.284,-20.323,,,,,,,    , ,I ,"ICRF J041840.2+211631 S/X; NVSS J041840+211632
",J0418+2116,"2,8",-25,3,,3.4,21.285211267605632,21.495586028452585
J0418+3411,,+34:11:34.896,04:18:09.9508,34.19302666666666,64.54146166666666,,,,,,,,,,,,,,,,,,,,,,,J0418+3411,8,62,5,,2.9,0.0,5.0
J0418+3801,0415+379,+38:01:35.7999010,04:18:21.27719997,38.02661108361111,64.58865499987499,2815.0,6.36e-06,9.97e-05,2.65e-08,2.7694444444444443e-08,3.4680478222062906e-08,-0.0097,0.0997,1.0,2015.0,161.676,-8.82,NED (fiducial),0.0485,,0.05,,,17.6,R,A1,"ICRF J041821.2+380135 S/X; 3C 111
",J0418+3801,"1.4,2,5,8,15,43",63,2,,3.2,0.0,2.0
J0418+5457,0414+548,+54:57:15.3348120,04:18:19.34026781,54.954259670000006,64.58058444920832,2814.0,1.867e-05,0.000165,7.779166666666667e-08,4.583333333333333e-08,6.400103364347798e-08,0.3545,0.1897,1.0,2015.0,149.772,3.251,,,,,,,    , ,I ,"ICRF J041819.3+545715 S/X; 87GB 041421.0+544957
",J0418+5457,"2,8",21,3,,8.5,21.285211267605632,21.495586028452585
J0418-0300,0416-031,-03:00:08.2451300,04:18:48.47762400,-3.002290313888889,64.70199009999999,2821.0,4.8e-05,0.00164,2e-07,4.555555555555555e-07,4.974144498368678e-07,-0.703,1.7233,39.0,2015.0,196.29,-34.959,LITERATURE,,a,,,,18.9,R,V ,"3C 112; GALEXASC J041848.52-030005.8;; z from milliquas (http://quasars.org/milliquas.htm)
",J0418-0300,5,141,5,,1.7,4.225352112676056,6.546266147667387
J0418-0644,0415-068,-06:44:09.4645000,04:18:18.17293200,-6.735962361111112,64.57572054999999,2813.0,0.000246,0.00607,1.025e-06,1.686111111111111e-06,1.9695535742402034e-06,-0.183,6.1264,39.0,2015.0,200.198,-36.947,,,,,,,    , ,I ,"PKS 0415-068; NVSS J041818-064409
",J0418-0644,5,-4,5,,18.4,21.285211267605632,21.86458823546892
J0419+0032,0417+004,+00:32:49.7055900,04:19:53.17414300,0.5471404416666666,64.97155892916665,2838.0,5.533e-05,0.0017,2.3054166666666666e-07,4.722222222222222e-07,5.25488763553032e-07,0.449,1.7491,39.0,2015.0,192.85,-32.832,LITERATURE,,a,,,,19.1,R,V ,"NVSS J041953+003248;; z from milliquas (http://quasars.org/milliquas.htm)
",J0419+0032,"5,8",-40,4,,2.6,4.014084507042253,5.666822251463041
J0419+0816,0416+081,+08:16:24.0909500,04:19:35.28477400,8.273358597222224,64.89701989166666,2833.0,0.00034733,0.00694,1.4472083333333332e-06,1.9277777777777776e-06,2.4015353542712787e-06,0.014,6.9408,39.0,2015.0,185.461,-28.435,,,,,,,    , ,R ,"NVSS J041935+081623
",J0419+0816,5,117,5,,6.2,4.225352112676056,6.546266147667387
J0419+1835,0416+184,+18:35:28.6743879,04:19:31.04183499,18.59129844108333,64.87934097912499,2831.0,2.375e-05,0.0007209,9.895833333333333e-08,2.0025e-07,2.2112767180301973e-07,-0.2124,0.7254,3.0,2015.0,176.587,-21.946,,,,,,,    , ,I ,"87GB 041637.7+182813
",J0419+1835,8,-131,5,,2.7,7.447183098591549,8.969979715916175
J0419+3955,0415+398,+39:55:28.9775938,04:19:22.54951530,39.924715998277776,64.84395631374998,2830.0,3.05e-06,3.61e-05,1.2708333333333333e-08,1.002777777777778e-08,1.3983503479519293e-08,-0.0436,0.0365,1.0,2015.0,160.462,-7.337,,,,,,,15.4,R,V ,"ICRF J041922.5+395528 S/X DEF; 87GB 041558.8+394819
",J0419+3955,"8,15,24",110,3,,0.5,4.225352112676056,5.182045973946585
J0419+5722,0415+572,+57:22:59.9840522,04:19:19.41293633,57.383328903388886,64.83088723470833,2827.0,1.589e-05,0.0001361,6.620833333333331e-08,3.780555555555557e-08,5.198890763741063e-08,0.3375,0.1533,1.0,2015.0,148.162,5.08,,,,,,,19.4,R,AL,"ICRF J041919.4+572259 S/X; 87GB 041511.8+571540
",J0419+5722,"2,8",-138,3,,3.1,7.447183098591549,8.028731911326197
J0419-1420,0416-144,-14:20:19.7972400,04:19:13.20951400,-14.338832566666667,64.80503964166665,2826.0,6.133e-05,0.00203,2.555416666666666e-07,5.638888888888889e-07,6.158466204161057e-07,-0.604,2.109,39.0,2015.0,209.04,-40.123,LITERATURE,,a,,,,19.2,R,G ,"AT20G J041913-142018;; z from milliquas (http://quasars.org/milliquas.htm)
",J0419-1420,5,131,5,,22.7,4.225352112676056,6.546266147667387
J0419-2112,0416-213,-21:12:47.4832300,04:19:09.16019800,-21.213189786111112,64.78816749166666,2825.0,2.267e-05,0.00082,9.445833333333333e-08,2.277777777777778e-07,2.442066900032213e-07,-0.197,0.8228,39.0,2015.0,217.598,-42.579,LITERATURE,,a,,,,18.6,R,G ,"NVSS J041909-211247; WISE J041909.15-211247.3;; z from milliquas (http://quasars.org/milliquas.htm)
",J0419-2112,8,165,5,,1.2,4.225352112676056,6.546266147667387
J0419-2132,0416-216,-21:32:35.6752259,04:19:00.41841731,-21.54324311830556,64.75174340545833,2822.0,1.12e-05,0.0004027,4.666666666666666e-08,1.118611111111111e-07,1.199876581888691e-07,0.0106,0.4027,1.0,2015.0,218.012,-42.712,NED (fiducial),1.6458,,1.6458,,,17.8,R,AQ,"ICRF J041900.4-213235 S/X; PMN J0419-2132
",J0419-2132,"2,8",-163,3,,3.4,7.447183098591549,8.028731911326197
J0419-3010,0417-302,-30:10:23.8530537,04:19:47.20499865,-30.173292514916668,64.94668749437498,2837.0,2.93e-05,0.0008582,1.220833333333333e-07,2.383888888888889e-07,2.607075189805943e-07,-0.2971,0.8672,1.0,2015.0,229.669,-44.584,NED (fiducial),1.003,,1.003,,,17.3,R,AQ,"ICRF J041947.2-301023 S/X; GALEX 2739958804399525465; 1RXS J041948.3-301007; PMN J0419-3010
",J0419-3010,2,-146,4,,19.6,7.447183098591549,8.453433391465719
J0420+1459,0418+148,+14:59:15.5767600,04:20:51.08422800,14.98766021111111,65.21285094999999,2848.0,2.8e-05,0.00076,1.1666666666666665e-07,2.111111111111112e-07,2.393088087668839e-07,0.036,0.7602,39.0,2015.0,179.801,-24.028,,,,,,,    , ,I ,"87GB 041800.4+145213
",J0420+1459,"5,8",41,4,,30.2,0.0,4.0
J0420+3849,0416+387,+38:49:43.0538600,04:20:13.58485100,38.82862607222223,65.05660354583333,2842.0,4.067e-05,0.00071,1.6945833333333332e-07,1.9722222222222225e-07,2.3732643713131802e-07,0.574,0.7768,39.0,2015.0,161.363,-7.994,LITERATURE,,a,,,,19.0,R,V ,"NVSS J042013+384943;; z from milliquas (http://quasars.org/milliquas.htm)
",J0420+3849,"2,5",91,4,,4.1,0.0,4.0
J0420+4011,0416+400,+40:11:21.3513600,04:20:13.44557100,40.18926426666666,65.05602321249998,2841.0,0.00011867,0.0018,4.944583333333332e-07,5e-07,6.266388555431325e-07,-0.359,1.9145,39.0,2015.0,160.389,-7.035,NED (fiducial),,a,,a,,17.3,R,G ,"NVSS J042013+401122; 2MASX J04201343+4011216; 1RXS J042008.3+401138
",J0420+4011,"5,8",63,4,,2.9,0.0,4.0
J0420-1501,0418-151,-15:01:26.5765593,04:20:18.39336683,-15.02404904425,65.07663902845832,2843.0,7.29e-06,0.0002526,3.037499999999999e-08,7.016666666666668e-08,7.605263151585386e-08,-0.0797,0.2528,1.0,2015.0,209.999,-40.153,NED (fiducial),1.1795,,1.1795,,,19.1,R,AQ,"ICRF J042018.3-150126 S/X; PKS 0418-151
",J0420-1501,"2,8",-36,3,,1.7,0.0,3.0
J0420-3744,0418-378,-37:44:44.8603100,04:20:25.10395300,-37.74579453055556,65.10459980416665,2846.0,3.667e-05,0.00119,1.5279166666666664e-07,3.305555555555556e-07,3.519430042705347e-07,0.142,1.1918,39.0,2015.0,240.331,-45.237,LITERATURE,,a,,,,19.6,R,AL,"NVSS J042025-374443; MRSS 303-096250; GALEXASC J042025.05-374445.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J0420-3744,8,20,5,,4.7,21.285211267605632,21.86458823546892
J0421+1827,0418+183,+18:27:00.4019800,04:21:33.72800400,18.45011166111111,65.39053334999998,2857.0,8e-05,0.00251,3.333333333333333e-07,6.972222222222223e-07,7.655724512889811e-07,0.51,2.5872,39.0,2015.0,177.042,-21.671,,,,,,,    , ,I ,"87GB 041840.4+181938
",J0421+1827,8,-178,5,,4.0,7.447183098591549,8.969979715916175
J0421+2606,0418+259,+26:06:36.4756513,04:21:03.34867424,26.110132125361112,65.26395280933332,2852.0,1.145e-05,0.0003005,4.7708333333333335e-08,8.347222222222222e-08,9.382350789076937e-08,-0.2367,0.3034,3.0,2015.0,170.894,-16.671,,,,,,,22.2,r,V ,"87GB 041800.9+255905
",J0421+2606,"5,8",58,4,,1.9,0.0,4.0
J0421+3511,0418+350,+35:11:15.9840700,04:21:19.72327400,35.187773352777775,65.33218030833332,2853.0,3.133e-05,0.00056,1.3054166666666666e-07,1.5555555555555556e-07,1.886259688285308e-07,0.552,0.6127,39.0,2015.0,164.151,-10.387,,,,,,,    , ,I ,"NVSS J042119+351115
",J0421+3511,"5,8",118,4,,1.6,4.225352112676056,5.818384696468256
J0421+3536,0418+354,+35:36:26.3211900,04:21:35.60130100,35.60731144166667,65.39833875416664,2858.0,6.067e-05,0.00149,2.5279166666666664e-07,4.138888888888889e-07,4.621093800432088e-07,0.299,1.5109,39.0,2015.0,163.884,-10.056,,,,,,,20.2,G,V ,"NVSS J042135+353624
",J0421+3536,8,159,5,,1.8,4.225352112676056,6.546266147667387
J0421+6154,0416+617,+61:54:38.6494400,04:21:03.21538900,61.91073595555555,65.26339745416665,2851.0,0.00013333,0.00125,5.555416666666666e-07,3.472222222222223e-07,4.347237021911495e-07,-0.313,1.3132,39.0,2015.0,145.089,8.431,,,,,,,20.9,G,AL,"NVSS J042103+615438; WISE J042103.20+615438.7
",J0421+6154,5,60,5,,2.1,0.0,5.0
J0421-2156,,-21:56:02.582,04:21:04.1334,-21.934050555555554,65.26722249999999,,,,,,,,,,,,,,,,,,,,,,,J0421-2156,5,-21,5,,15.2,21.285211267605632,21.86458823546892
J0422+0219,0420+022,+02:19:26.9307480,04:22:52.21465085,2.32414743,65.71756104520831,2873.0,2.09e-06,3.2e-05,8.708333333333332e-09,8.888888888888889e-09,1.2438758036199012e-08,-0.0936,0.0331,1.0,2015.0,191.592,-31.227,NED (fiducial),2.277,,2.28,,,19.4,R,AQ,"ICRF J042252.2+021926 S/X DEF; PKS 0420+022
",J0422+0219,"2,8,15",-85,3,,0.9,4.014084507042253,5.011274731011726
J0422+1741,0419+175,+17:41:15.8598315,04:22:47.77273709,17.687738842083334,65.69905307120833,2871.0,1.258e-05,0.0003665,5.241666666666666e-08,1.0180555555555557e-07,1.1339422271601885e-07,-0.4127,0.3757,3.0,2015.0,177.873,-21.94,NED (fiducial),0.908,,0.9,,,19.5,R,AQ,"NVSS J042247+174116
",J0422+1741,8,-40,5,,1.6,4.014084507042253,6.411932191600021
J0422+3058,0419+308,+30:58:09.7134766,04:22:21.22375091,30.969364854611108,65.58843229545832,2863.0,1.295e-05,0.0002457,5.395833333333332e-08,6.825e-08,8.245375143967393e-08,-0.104,0.2468,1.0,2015.0,167.416,-13.149,LITERATURE,1.4,,,,,20.1,R,AQ,"ICRF J042221.2+305809 S/X; JVAS J0422+3058;; z from milliquas (http://quasars.org/milliquas.htm)
",J0422+3058,"2,8",-131,3,,5.6,7.447183098591549,8.028731911326197
J0422+5324,0418+532,+53:24:26.2628773,04:22:44.39888239,53.40729524369444,65.68499534329165,2868.0,8e-06,8.79e-05,3.3333333333333334e-08,2.4416666666666667e-08,3.1480478334133125e-08,0.0308,0.088,1.0,2015.0,151.323,2.61,NED (fiducial),1.273,,1.273,,,20.3,R,AQ,"ICRF J042244.3+532426 S/X; 87GB 041847.9+531748
",J0422+5324,"2,8,24",-123,3,,0.5,7.447183098591549,8.028731911326197
J0422-0643,0419-068,-06:43:45.3307315,04:22:10.79542576,-6.7292585365277775,65.54498094066665,2861.0,6.39e-06,0.0002155,2.6624999999999995e-08,5.986111111111111e-08,6.544088716870625e-08,-0.3608,0.2188,1.0,2015.0,200.77,-36.101,NED (fiducial),0.24,,0.242,,,16.9,R,AQ,"ICRF J042210.7-064345 S/X; AT20G J042210-064344
",J0422-0643,"2,8",82,3,,1.9,0.0,3.0
J0422-1347,0420-139,-13:47:21.1862500,04:22:28.13028000,-13.789218402777776,65.61720949999999,2865.0,7e-05,0.00187,2.916666666666666e-07,5.194444444444445e-07,5.916579162685636e-07,0.306,1.9048,39.0,2015.0,208.798,-39.181,LITERATURE,,a,,,,18.5,R,G ,"PKS 0420-139; NVSS J042228-134721; GALEXASC J042228.15-134721.5;; z from milliquas (http://quasars.org/milliquas.htm)
",J0422-1347,5,-88,5,,9.1,4.014084507042253,6.411932191600021
J0422-2034,0420-206,-20:34:56.0328894,04:22:48.46147912,-20.582231358166663,65.70192282966666,2872.0,3.15e-05,0.0009266,1.3125e-07,2.573888888888889e-07,2.852132540507011e-07,0.3214,0.9401,1.0,2015.0,217.151,-41.571,LITERATURE,2.582,,,,,19.7,R,AQ,"ICRF J042248.4-203456 S/X; PKS 0420-206;; z from milliquas (http://quasars.org/milliquas.htm)
",J0422-2034,"2,8",-60,3,,4.6,4.014084507042253,5.011274731011726
J0422-3315,0421-333,-33:15:08.2980400,04:22:54.29154900,-33.25230501111111,65.72621478749998,2874.0,4.733e-05,0.00156,1.972083333333333e-07,4.333333333333334e-07,4.636548356096847e-07,0.16,1.5634,39.0,2015.0,234.073,-44.372,,,a,,,,21.7,g,V ,"PKS 0421-333
",J0422-3315,8,33,5,,0.7,21.285211267605632,21.86458823546892
J0422-3844,0420-388,-38:44:52.8178400,04:22:14.78310100,-38.74800495555556,65.56159625416666,2862.0,0.00013467,0.00988,5.61125e-07,2.7444444444444443e-06,2.7791169227616283e-06,0.7,9.9422,39.0,2015.0,241.765,-44.91,NED (fiducial),3.11,,3.123,,,16.4,R,AL,"AT20G J042214-384452
",J0422-3844,5,-160,5,,6.3,7.447183098591549,8.969979715916175
J0423+0550,0420+057,+05:50:47.7634400,04:23:00.79490200,5.846600955555555,65.75331209166666,2875.0,8.6e-05,0.00217,3.583333333333333e-07,6.027777777777778e-07,7.002938290612576e-07,0.202,2.1929,39.0,2015.0,188.267,-29.188,,,a,,,,21.8,G,G ,"NVSS J042300+055048; WISE J042300.78+055047.5
",J0423+0550,5,-168,5,,14.4,7.447183098591549,8.969979715916175
J0423+0743,0420+076,+07:43:28.5039800,04:23:17.96209800,7.724584438888889,65.824842075,2880.0,4.333e-05,0.00144,1.8054166666666666e-07,4.0000000000000003e-07,4.381853639057582e-07,0.104,1.4419,39.0,2015.0,186.584,-28.027,,,,,,,    , ,I ,"NVSS J042317+074328
",J0423+0743,"5,8",-176,4,,10.5,7.447183098591549,8.453433391465719
J0423+2108,0420+210,+21:08:02.1272499,04:23:01.98840533,21.13392423608333,65.75828502220833,2877.0,8.26e-06,0.0001739,3.441666666666666e-08,4.830555555555555e-08,5.799959358450274e-08,-0.0576,0.1741,1.0,2015.0,175.113,-19.655,LITERATURE,,a,,,,21.1,r,AL,"ICRF J042301.9+210802 S/X; 87GB 042005.5+210103;; z from milliquas (http://quasars.org/milliquas.htm)
",J0423+2108,"2,8",-95,3,,2.1,4.014084507042253,5.011274731011726
J0423+3451,0420+347,+34:51:44.9820000,04:23:53.26930300,34.862495,65.97195542916667,2885.0,3.667e-05,0.00071,1.5279166666666664e-07,1.9722222222222225e-07,2.336966701570602e-07,0.562,0.7671,39.0,2015.0,164.759,-10.235,,,,,,,21.0,B,V ,"3C 115
",J0423+3451,5,-19,5,,4.7,21.285211267605632,21.86458823546892
J0423+4150,0420+417,+41:50:02.7129362,04:23:56.00979158,41.83408692672222,65.98337413158333,2887.0,3.4e-06,4.17e-05,1.4166666666666666e-08,1.1583333333333333e-08,1.5671240164466815e-08,-0.0196,0.0417,1.0,2015.0,159.705,-5.382,LITERATURE,,b,,,,19.2,R,AQ,"ICRF J042356.0+415002 S/X; 4C +41.11;; Lazio (Priv.Comm. 2011) indicates literature z=2.277 may be incorrect; z from 2020MNRAS.497...94P who classifies this object as AL
",J0423+4150,"5,8,15",-106,3,,3.7,4.014084507042253,5.011274731011726
J0423-0120,0420-014,-01:20:33.0656073,04:23:15.80072217,-1.34251822425,65.815836342375,2879.0,2.03e-06,3.09e-05,8.458333333333333e-09,8.583333333333332e-09,1.2048972640410065e-08,-0.0536,0.0315,1.0,2015.0,195.29,-33.14,NED (fiducial),0.9161,,0.9161,,,16.3,R,AQ,"ICRF J042315.8-012033 S/X; PKS 0420-01
",J0423-0120,"1.4,2,5,8,15,24,43",-177,6,,2.3,7.447183098591549,9.563500201492529
J0424+0036,0422+004,+00:36:06.3293936,04:24:46.84206171,0.6017581648888889,66.195175257125,2898.0,2.41e-06,4.09e-05,1.0041666666666664e-08,1.136111111111111e-08,1.5162413819373996e-08,-0.0627,0.0412,1.0,2015.0,193.586,-31.777,NED (fiducial),0.31,,0.268,,,15.4,R,AL,"ICRF J042446.8+003606 S/X; PKS 0422+00;; z=0.31 from 2014A&A...572A..59M, 2013ApJ...764..135S give z=0.268
",J0424+0036,"2,5,8,15,24",17,4,,1.1,21.285211267605632,21.65779810383793
J0424+0204,0421+019,+02:04:24.9642306,04:24:08.56203080,2.073601175166667,66.03567512833334,2891.0,5.82e-06,0.0001783,2.425e-08,4.9527777777777783e-08,5.5138855294617136e-08,0.0353,0.1783,1.0,2015.0,192.042,-31.103,NED (fiducial),2.044,,2.044,,,16.7,R,AQ,"ICRF J042408.5+020424 S/X; PKS 0421+019
",J0424+0204,2,7,4,,15.1,21.285211267605632,21.65779810383793
J0424+0226,0421+023,+02:26:42.6334758,04:24:02.57768353,2.4451759655000003,66.01074034804167,2890.0,9.56e-06,0.0002703,3.983333333333333e-08,7.508333333333334e-08,8.497831099522432e-08,0.0078,0.2703,1.0,2015.0,191.665,-30.917,LITERATURE,,a,,,,17.4,R,AQ,"ICRF J042402.5+022642 S/X; PMN J0424+0226; GALEXASC J042402.59+022642.9;; z from milliquas (http://quasars.org/milliquas.htm)
",J0424+0226,"2,8",44,3,,2.6,0.0,3.0
